duration(s);cost;bonus;route
9.17;6610;31704;[0, 79, 63, 7, 27, 1, 21, 74, 75, 30, 28, 38, 98, 13, 49, 77, 66, 8, 43, 67, 11, 18, 50, 86, 78, 12, 36, 92, 44, 61, 42, 26, 60, 58, 2, 16, 73, 35, 6, 46, 25, 9, 37, 53, 31, 34]
9.20;6650;31688;[0, 23, 59, 36, 10, 7, 63, 49, 74, 72, 18, 5, 15, 78, 86, 2, 32, 95, 75, 43, 67, 27, 47, 87, 92, 44, 61, 50, 29, 73, 35, 13, 70, 60, 81, 80, 58, 91, 46, 1, 26, 96, 48, 53]
9.25;6650;31646;[0, 53, 35, 6, 89, 10, 64, 67, 11, 56, 28, 20, 63, 25, 52, 84, 75, 95, 18, 50, 86, 78, 12, 36, 92, 42, 97, 58, 91, 34, 74, 54, 66, 98, 33, 23, 47, 27, 16, 73, 70, 13, 49, 21, 1]
9.17;6589;31688;[0, 3, 65, 53, 34, 29, 21, 1, 27, 16, 32, 26, 66, 58, 60, 81, 75, 95, 7, 63, 25, 35, 6, 89, 71, 8, 98, 33, 88, 90, 72, 74, 86, 78, 12, 36, 45, 52, 15, 22, 92, 55, 61, 96, 41]
9.24;6700;31764;[0, 3, 25, 32, 78, 86, 74, 39, 18, 95, 75, 1, 35, 6, 99, 4, 33, 67, 64, 62, 81, 69, 59, 52, 79, 92, 55, 8, 98, 38, 2, 27, 89, 10, 36, 60, 70, 13, 63, 49, 77, 66, 24, 88, 90, 72]
9.17;6560;31703;[0, 62, 29, 50, 18, 11, 45, 65, 6, 37, 53, 12, 78, 86, 47, 27, 36, 60, 32, 55, 92, 44, 10, 75, 95, 70, 73, 52, 15, 23, 59, 89, 46, 79, 63, 68, 17, 81, 97, 2, 58, 66, 98, 38]
9.22;6651;31667;[0, 72, 96, 11, 67, 12, 47, 56, 10, 1, 90, 52, 84, 41, 95, 75, 30, 45, 16, 17, 70, 93, 29, 79, 63, 34, 91, 58, 60, 81, 97, 44, 66, 24, 27, 89, 6, 46, 25, 32, 2, 86, 82, 21, 3]
9.21;6624;31833;[0, 32, 25, 9, 47, 56, 76, 13, 49, 42, 92, 44, 61, 50, 29, 93, 86, 74, 75, 1, 84, 63, 90, 17, 81, 97, 89, 52, 45, 30, 46, 6, 96, 98, 66, 8, 55, 16, 2, 58, 60, 36, 27, 7, 10]
9.21;6616;31612;[0, 2, 27, 7, 84, 93, 29, 73, 60, 58, 66, 8, 55, 24, 88, 49, 77, 79, 72, 18, 50, 86, 78, 12, 89, 46, 25, 35, 1, 75, 87, 47, 9, 94, 96, 41, 76, 19, 61, 44, 67, 64, 4, 5, 95, 90]
9.15;6626;31712;[0, 53, 31, 63, 7, 27, 67, 12, 78, 86, 50, 29, 22, 82, 21, 74, 25, 35, 6, 15, 44, 92, 55, 14, 66, 8, 43, 70, 90, 30, 75, 81, 23, 87, 64, 20, 46, 1, 84, 11, 96, 91, 58, 2, 38]
9.20;6711;31935;[0, 2, 58, 31, 63, 84, 12, 13, 89, 27, 24, 37, 75, 81, 56, 1, 21, 82, 5, 55, 8, 46, 25, 35, 6, 99, 16, 68, 29, 34, 74, 72, 18, 11, 96, 91, 73, 52, 59, 43, 79, 92, 50, 86, 78, 32]
9.16;6608;31739;[0, 44, 92, 36, 59, 56, 87, 64, 84, 52, 25, 35, 88, 15, 62, 94, 24, 66, 98, 75, 95, 32, 60, 81, 50, 47, 86, 78, 63, 31, 51, 70, 73, 29, 55, 8, 18, 89, 46, 77, 58, 2, 27, 14, 72]
9.21;6692;31681;[0, 72, 79, 92, 87, 23, 59, 64, 97, 27, 33, 88, 84, 52, 73, 35, 25, 63, 7, 95, 5, 45, 65, 6, 99, 62, 18, 39, 10, 89, 46, 1, 56, 47, 28, 70, 93, 32, 60, 58, 66, 50, 29, 49, 21, 3]
9.21;6552;31671;[0, 90, 95, 12, 47, 27, 24, 66, 58, 2, 38, 98, 33, 4, 5, 82, 6, 89, 13, 86, 78, 44, 49, 42, 61, 79, 92, 56, 1, 21, 74, 72, 18, 50, 29, 62, 60, 81, 75, 30, 46, 25, 9, 34]
9.24;6679;31671;[0, 2, 27, 67, 11, 72, 18, 21, 29, 62, 64, 4, 92, 36, 60, 58, 80, 76, 56, 1, 46, 52, 45, 24, 10, 89, 6, 65, 3, 54, 63, 79, 43, 70, 73, 35, 7, 84, 19, 32, 78, 86, 47, 12, 23]
9.18;6562;31620;[0, 72, 18, 39, 15, 62, 70, 73, 52, 84, 19, 32, 60, 58, 97, 1, 10, 89, 6, 76, 38, 26, 83, 21, 49, 42, 61, 44, 92, 79, 63, 7, 95, 75, 30, 34, 78, 12, 47, 27, 14, 66, 87, 64, 41]
9.19;6540;31688;[0, 79, 43, 67, 64, 87, 47, 12, 29, 73, 30, 46, 1, 27, 89, 13, 49, 63, 57, 25, 32, 19, 37, 75, 81, 60, 70, 86, 78, 91, 16, 2, 58, 66, 98, 8, 55, 15, 4, 5, 45, 11, 18, 72]
9.26;6705;31838;[0, 3, 38, 45, 36, 60, 58, 66, 50, 81, 17, 70, 13, 49, 15, 78, 86, 2, 97, 89, 20, 79, 92, 44, 61, 16, 99, 4, 19, 74, 72, 18, 31, 53, 57, 63, 7, 27, 24, 32, 35, 1, 56, 11, 96, 43, 90]
9.27;6628;31627;[0, 2, 76, 56, 87, 91, 67, 44, 4, 61, 71, 89, 46, 25, 35, 39, 88, 32, 19, 84, 52, 45, 36, 60, 21, 29, 49, 13, 12, 78, 86, 14, 33, 98, 63, 7, 95, 69, 75, 30, 85, 11, 18, 72]
9.17;6602;31858;[0, 41, 64, 37, 53, 65, 45, 36, 60, 58, 2, 27, 78, 32, 95, 75, 84, 12, 23, 87, 92, 55, 61, 44, 67, 11, 18, 72, 74, 19, 43, 90, 63, 79, 77, 46, 52, 73, 91, 34, 29, 49, 24, 66, 26, 38]
