duration(s);cost;bonus;route
9.41;6616;31732;[0, 68, 65, 70, 93, 29, 7, 95, 75, 84, 52, 15, 39, 10, 50, 86, 78, 91, 96, 98, 63, 25, 32, 19, 43, 90, 72, 36, 60, 81, 97, 89, 6, 76, 80, 42, 61, 44, 92, 55, 24, 66, 87, 64, 41]
9.42;6625;31742;[0, 2, 38, 76, 80, 16, 17, 72, 18, 11, 85, 36, 93, 86, 50, 92, 44, 67, 33, 46, 91, 58, 60, 32, 35, 6, 89, 97, 64, 87, 66, 8, 74, 49, 42, 69, 75, 84, 52, 90, 43, 79, 63, 7, 95, 41]
9.43;6771;31624;[0, 54, 74, 49, 42, 61, 55, 8, 98, 38, 2, 16, 99, 6, 57, 63, 79, 52, 46, 89, 59, 84, 75, 81, 83, 95, 7, 10, 50, 86, 93, 29, 62, 94, 9, 47, 87, 77, 66, 24, 27, 67, 11, 32, 19, 43, 90, 72]
9.41;6784;31746;[0, 90, 95, 75, 84, 52, 15, 88, 49, 42, 92, 44, 61, 55, 29, 50, 86, 98, 38, 62, 64, 67, 85, 36, 59, 56, 76, 6, 65, 68, 11, 18, 72, 74, 19, 43, 79, 48, 91, 87, 83, 78, 32, 60, 58, 31, 53]
9.45;6792;31648;[0, 34, 74, 80, 76, 6, 57, 63, 7, 95, 75, 81, 50, 86, 85, 61, 44, 92, 55, 29, 49, 13, 89, 59, 56, 64, 20, 68, 11, 72, 79, 52, 84, 36, 60, 62, 48, 91, 87, 66, 98, 38, 88, 32, 19, 43, 90]
9.46;6700;31842;[0, 72, 74, 16, 2, 38, 65, 68, 63, 31, 99, 6, 46, 91, 67, 43, 79, 77, 66, 98, 8, 55, 92, 44, 61, 50, 86, 69, 81, 47, 87, 64, 59, 89, 11, 84, 19, 32, 88, 49, 29, 93, 36, 27, 7, 95, 90]
9.45;6823;31699;[0, 3, 38, 26, 96, 91, 87, 64, 73, 52, 84, 7, 50, 81, 75, 98, 66, 8, 55, 61, 44, 92, 79, 43, 67, 11, 68, 65, 53, 57, 60, 58, 80, 76, 6, 35, 88, 49, 77, 18, 62, 48, 59, 36, 93, 86, 74, 72]
9.47;6625;31846;[0, 72, 18, 31, 63, 7, 95, 90, 43, 67, 64, 84, 75, 30, 28, 56, 76, 6, 65, 68, 29, 49, 77, 79, 92, 44, 61, 55, 8, 98, 66, 26, 32, 19, 74, 86, 50, 47, 87, 91, 48, 62, 60, 36, 12, 53]
9.45;6768;31665;[0, 53, 51, 19, 32, 88, 49, 39, 15, 6, 89, 46, 91, 58, 80, 76, 56, 11, 96, 26, 38, 98, 93, 29, 79, 63, 7, 84, 75, 74, 86, 50, 81, 69, 42, 61, 44, 92, 87, 66, 55, 8, 85, 67, 90, 72]
9.43;6633;31661;[0, 72, 18, 11, 56, 59, 89, 97, 55, 61, 44, 78, 91, 16, 85, 36, 12, 47, 87, 64, 41, 76, 6, 35, 62, 81, 50, 86, 74, 19, 32, 93, 29, 8, 98, 13, 49, 77, 66, 58, 31, 63, 7, 95, 75, 1]
9.40;6669;31688;[0, 72, 90, 43, 67, 91, 96, 26, 83, 78, 15, 52, 79, 63, 57, 60, 81, 75, 95, 7, 84, 19, 32, 35, 25, 93, 36, 59, 89, 18, 77, 49, 74, 86, 47, 56, 87, 64, 97, 44, 61, 55, 8, 66, 98, 38, 3]
9.43;6666;31819;[0, 54, 74, 16, 2, 69, 75, 81, 47, 27, 1, 26, 38, 98, 66, 77, 49, 88, 32, 78, 15, 52, 79, 43, 85, 36, 84, 93, 86, 50, 92, 55, 61, 44, 67, 91, 73, 80, 58, 60, 62, 29, 7, 95, 18, 72]
9.38;6624;31690;[0, 2, 16, 17, 30, 75, 74, 86, 93, 36, 59, 56, 76, 19, 32, 60, 87, 92, 44, 61, 55, 29, 49, 42, 69, 81, 50, 18, 72, 90, 8, 66, 98, 38, 65, 68, 11, 67, 91, 73, 52, 84, 7, 63, 54]
9.45;6732;31846;[0, 2, 86, 85, 11, 96, 26, 38, 98, 66, 35, 62, 48, 91, 58, 80, 76, 56, 59, 89, 46, 77, 79, 43, 8, 55, 16, 68, 65, 84, 75, 95, 7, 27, 67, 64, 87, 47, 81, 60, 32, 88, 49, 44, 61, 19, 74, 72]
9.46;6706;31682;[0, 54, 66, 98, 8, 55, 61, 44, 92, 87, 91, 73, 52, 78, 83, 95, 7, 63, 31, 53, 35, 62, 29, 68, 16, 2, 69, 75, 81, 50, 86, 93, 38, 26, 96, 72, 74, 49, 77, 79, 43, 67, 85, 36, 84, 19, 32]
9.45;6793;31618;[0, 41, 20, 38, 26, 96, 11, 85, 36, 92, 44, 61, 55, 67, 27, 89, 46, 52, 84, 75, 74, 86, 93, 70, 17, 1, 62, 29, 34, 91, 87, 47, 56, 76, 8, 98, 66, 77, 79, 63, 7, 95, 83, 78, 32, 88, 49, 54]
9.44;6635;31856;[0, 62, 29, 44, 92, 55, 8, 43, 67, 91, 96, 26, 38, 98, 66, 58, 2, 27, 36, 59, 56, 47, 81, 50, 86, 42, 49, 77, 79, 63, 68, 11, 84, 52, 73, 35, 6, 76, 53, 57, 60, 32, 19, 74, 72, 90]
9.41;6733;31673;[0, 53, 31, 94, 57, 6, 99, 76, 80, 16, 68, 29, 7, 95, 75, 81, 50, 86, 93, 38, 98, 66, 8, 55, 61, 44, 49, 88, 46, 89, 27, 47, 56, 59, 64, 87, 91, 67, 43, 79, 52, 84, 11, 32, 19, 74, 72]
9.41;6675;31672;[0, 72, 18, 11, 68, 65, 95, 75, 84, 52, 73, 91, 48, 62, 29, 93, 36, 59, 89, 46, 77, 66, 98, 8, 74, 19, 61, 55, 92, 44, 67, 64, 87, 60, 81, 47, 86, 78, 63, 79, 43, 90, 80, 76, 56, 26, 32]
9.41;6769;31690;[0, 53, 65, 68, 88, 32, 60, 81, 75, 95, 83, 78, 86, 93, 29, 7, 27, 47, 87, 64, 67, 85, 11, 18, 89, 59, 56, 44, 61, 55, 8, 98, 38, 26, 6, 76, 19, 84, 36, 12, 13, 49, 77, 79, 72, 74, 54]
9.44;6627;31611;[0, 72, 74, 86, 85, 36, 93, 70, 43, 19, 32, 78, 91, 73, 64, 87, 47, 56, 26, 38, 65, 68, 29, 49, 77, 79, 63, 98, 66, 44, 61, 96, 11, 18, 89, 6, 57, 60, 81, 75, 95, 7, 84, 52, 25, 3]
9.40;6671;31733;[0, 72, 36, 84, 52, 73, 91, 87, 47, 81, 50, 86, 85, 38, 98, 66, 8, 55, 61, 44, 67, 63, 68, 16, 99, 6, 57, 74, 75, 95, 32, 88, 49, 29, 93, 70, 62, 48, 59, 89, 46, 77, 18, 11, 56, 1]
9.42;6727;31666;[0, 41, 76, 80, 58, 60, 32, 19, 74, 86, 50, 18, 89, 46, 6, 68, 61, 44, 92, 79, 77, 49, 29, 93, 36, 72, 90, 8, 66, 98, 38, 26, 56, 47, 27, 7, 63, 67, 85, 54, 48, 62, 64, 84, 75, 69, 2]
9.48;6669;31715;[0, 72, 74, 49, 77, 79, 43, 67, 85, 61, 44, 92, 55, 8, 98, 66, 26, 96, 11, 56, 64, 87, 60, 32, 19, 84, 52, 73, 91, 48, 62, 29, 50, 86, 76, 6, 35, 53, 31, 63, 7, 95, 69, 68, 16, 2, 38]
9.41;6745;31628;[0, 3, 65, 68, 63, 2, 38, 98, 66, 81, 62, 29, 93, 86, 50, 10, 7, 84, 59, 89, 46, 25, 52, 79, 77, 49, 30, 75, 9, 90, 43, 8, 55, 61, 85, 67, 64, 87, 47, 56, 76, 41, 53, 35, 32, 19, 74, 72]
9.47;6787;31769;[0, 54, 80, 58, 23, 59, 52, 84, 75, 81, 60, 32, 88, 38, 51, 53, 31, 63, 68, 65, 6, 76, 56, 47, 87, 92, 55, 61, 44, 49, 77, 66, 98, 8, 43, 19, 74, 72, 18, 11, 96, 91, 67, 85, 86, 93, 70, 79]
9.39;6624;31629;[0, 3, 38, 65, 6, 35, 66, 98, 8, 55, 61, 68, 83, 95, 7, 63, 79, 52, 59, 56, 87, 92, 50, 86, 93, 36, 27, 78, 32, 60, 62, 48, 91, 58, 80, 76, 67, 44, 49, 30, 75, 84, 19, 74, 72]
9.43;6679;31760;[0, 3, 38, 88, 49, 21, 1, 56, 76, 53, 65, 68, 11, 72, 74, 19, 32, 60, 36, 85, 8, 55, 61, 44, 67, 91, 87, 66, 98, 75, 95, 7, 84, 52, 25, 93, 86, 50, 12, 89, 6, 90, 43, 79, 63, 54]
9.45;6677;31754;[0, 72, 74, 19, 84, 75, 95, 7, 63, 67, 64, 59, 56, 26, 96, 91, 73, 52, 89, 6, 76, 80, 58, 2, 27, 47, 81, 60, 32, 25, 38, 98, 66, 8, 43, 79, 77, 49, 44, 61, 68, 65, 85, 86, 93, 70, 62]
9.44;6700;31854;[0, 41, 70, 93, 36, 60, 32, 88, 38, 26, 96, 94, 49, 29, 50, 86, 98, 66, 87, 64, 67, 43, 8, 55, 61, 44, 92, 79, 52, 84, 75, 95, 83, 78, 27, 7, 63, 68, 11, 56, 76, 6, 99, 16, 91, 74, 72]
