duration(s);cost;bonus;route
2.21;3263;15086;[0, 3, 41, 26, 23, 47, 8, 34, 18, 33, 29, 43, 44, 17, 11, 48, 4, 2, 38, 20, 28]
2.21;3245;15201;[0, 10, 49, 20, 38, 45, 8, 24, 26, 13, 44, 14, 37, 11, 17, 33, 29, 32, 1, 4, 41, 3]
2.16;3188;15179;[0, 10, 38, 45, 8, 23, 4, 41, 3, 27, 11, 17, 44, 14, 26, 33, 29, 32, 49, 20, 28]
2.14;3229;15085;[0, 32, 29, 33, 17, 44, 26, 23, 8, 13, 47, 31, 48, 3, 41, 4, 2, 38, 20, 49, 10]
2.20;3234;15076;[0, 10, 49, 33, 18, 45, 7, 23, 17, 30, 32, 29, 43, 47, 31, 26, 41, 4, 2, 38, 20, 28]
2.18;3226;15314;[0, 10, 38, 2, 4, 1, 32, 29, 33, 18, 14, 47, 31, 26, 13, 44, 17, 11, 41, 20, 28]
2.14;3195;15121;[0, 10, 38, 45, 8, 13, 26, 31, 47, 14, 1, 4, 41, 3, 27, 11, 17, 44, 48, 20, 28]
2.12;3202;15093;[0, 28, 20, 11, 17, 30, 32, 29, 33, 18, 23, 26, 13, 47, 14, 44, 48, 4, 41, 3]
2.19;3223;15319;[0, 28, 20, 38, 45, 8, 23, 26, 14, 44, 17, 11, 16, 3, 41, 4, 48, 31, 47, 43, 29, 32]
2.14;3238;15161;[0, 32, 29, 33, 17, 30, 5, 41, 3, 20, 28, 21, 31, 47, 13, 26, 23, 8, 45, 38, 10]
2.09;3221;15209;[0, 10, 38, 20, 4, 41, 3, 48, 31, 47, 13, 26, 23, 17, 33, 29, 32, 1, 43, 44, 14]
2.19;3235;15139;[0, 28, 35, 33, 29, 32, 1, 14, 44, 17, 11, 27, 3, 41, 4, 20, 38, 45, 8, 23, 26, 31]
2.15;3215;15070;[0, 10, 38, 45, 8, 23, 26, 13, 47, 43, 29, 32, 1, 14, 44, 17, 11, 27, 3, 20, 28]
2.13;3186;15299;[0, 10, 38, 2, 4, 41, 26, 13, 8, 23, 18, 33, 29, 43, 44, 17, 11, 27, 3, 20, 28]
2.19;3247;15129;[0, 10, 38, 2, 4, 30, 17, 33, 29, 43, 44, 14, 26, 41, 3, 19, 24, 47, 31, 48, 20, 28]
2.12;3219;15220;[0, 28, 20, 4, 41, 3, 27, 11, 17, 44, 43, 13, 8, 45, 18, 23, 26, 42, 33, 29, 32]
2.17;3203;15217;[0, 28, 20, 38, 45, 8, 24, 26, 14, 44, 17, 11, 23, 18, 33, 29, 32, 1, 4, 41, 3]
2.21;3254;15177;[0, 32, 29, 43, 1, 4, 41, 5, 20, 27, 11, 17, 44, 13, 26, 24, 7, 23, 8, 45, 38, 10]
2.15;3215;15152;[0, 28, 20, 4, 41, 3, 1, 14, 44, 17, 30, 32, 29, 33, 26, 13, 8, 23, 9, 38, 10]
2.18;3216;15125;[0, 10, 38, 20, 27, 3, 41, 4, 1, 32, 29, 33, 11, 17, 30, 26, 23, 8, 13, 44, 14]
2.20;3225;15219;[0, 10, 38, 45, 18, 23, 8, 13, 26, 41, 4, 1, 32, 30, 17, 11, 16, 14, 44, 48, 20, 28]
2.11;3186;15070;[0, 10, 38, 45, 8, 24, 47, 13, 44, 14, 26, 23, 17, 11, 48, 3, 41, 4, 20, 28]
2.20;3187;15131;[0, 10, 38, 45, 8, 13, 44, 14, 26, 41, 5, 30, 32, 29, 33, 18, 23, 17, 11, 20, 28]
2.12;3185;15087;[0, 10, 38, 45, 8, 23, 29, 32, 41, 3, 27, 11, 17, 44, 14, 26, 31, 48, 4, 20, 28]
2.18;3207;15075;[0, 28, 21, 1, 32, 29, 33, 17, 44, 13, 26, 24, 8, 45, 38, 20, 4, 41, 11, 27, 10]
2.14;3191;15254;[0, 28, 20, 38, 45, 18, 33, 29, 32, 30, 4, 41, 11, 17, 23, 8, 13, 44, 14, 26, 42]
2.16;3217;15126;[0, 28, 20, 3, 41, 4, 19, 11, 17, 44, 14, 26, 24, 29, 33, 18, 23, 8, 45, 38, 10]
2.15;3185;15226;[0, 10, 38, 45, 8, 47, 13, 26, 14, 44, 17, 23, 18, 33, 29, 32, 41, 4, 20, 28]
2.19;3223;15077;[0, 32, 29, 14, 44, 17, 11, 27, 3, 41, 26, 24, 8, 13, 47, 31, 48, 19, 38, 20, 28]
2.17;3209;15200;[0, 14, 44, 17, 23, 26, 13, 8, 45, 18, 33, 29, 32, 1, 3, 41, 4, 2, 38, 20, 28]
