duration(s);cost;bonus;route
2.47;3378;15206;[0, 28, 20, 3, 16, 41, 4, 9, 38, 2, 17, 23, 8, 44, 14, 37, 32, 29, 33, 42, 43, 47, 31]
2.43;3435;15153;[0, 10, 41, 4, 1, 25, 26, 24, 47, 31, 48, 18, 33, 29, 43, 13, 44, 17, 34, 35, 28, 21, 42]
2.47;3385;15092;[0, 10, 38, 20, 11, 16, 3, 48, 4, 1, 14, 18, 23, 26, 31, 32, 49, 33, 29, 43, 42, 21, 28]
2.42;3394;15287;[0, 32, 29, 43, 1, 36, 31, 47, 23, 26, 24, 19, 34, 8, 27, 3, 16, 41, 5, 20, 4, 2, 38, 10]
2.42;3413;15168;[0, 45, 8, 23, 17, 30, 4, 2, 19, 24, 26, 14, 47, 12, 20, 48, 3, 41, 32, 29, 33, 49, 10]
2.46;3400;15188;[0, 28, 46, 41, 5, 48, 31, 47, 23, 7, 24, 26, 13, 29, 32, 49, 10, 38, 19, 16, 11, 27, 3]
2.42;3406;15071;[0, 28, 20, 4, 48, 31, 47, 13, 26, 45, 38, 19, 34, 17, 11, 37, 18, 14, 16, 41, 15, 29, 32]
2.48;3454;15252;[0, 14, 18, 13, 8, 24, 47, 31, 36, 1, 43, 30, 17, 11, 27, 20, 49, 10, 38, 19, 4, 41, 46, 28]
2.43;3484;15317;[0, 28, 31, 47, 43, 44, 17, 33, 18, 45, 39, 1, 25, 26, 24, 7, 23, 8, 34, 19, 4, 2, 38, 10]
2.45;3414;15115;[0, 3, 41, 5, 30, 19, 24, 47, 14, 44, 43, 29, 12, 20, 48, 18, 45, 8, 23, 26, 42, 21, 28]
2.52;3421;15215;[0, 28, 20, 3, 27, 10, 38, 45, 7, 1, 4, 9, 23, 17, 11, 37, 32, 29, 36, 31, 47, 43, 42]
2.50;3400;15071;[0, 42, 26, 41, 16, 19, 4, 2, 17, 30, 6, 23, 8, 45, 18, 33, 29, 32, 1, 14, 47, 49, 20, 28]
2.49;3420;15119;[0, 14, 44, 48, 39, 45, 7, 2, 4, 41, 3, 1, 32, 29, 33, 16, 19, 38, 10, 27, 20, 28, 21]
2.49;3419;15206;[0, 28, 20, 41, 5, 30, 32, 29, 39, 45, 8, 34, 18, 33, 49, 47, 23, 17, 11, 19, 24, 26, 14]
2.51;3450;15250;[0, 14, 26, 31, 47, 43, 29, 33, 18, 45, 39, 48, 4, 2, 37, 32, 41, 16, 11, 20, 38, 27, 46, 28]
2.50;3361;15102;[0, 14, 36, 24, 26, 42, 33, 49, 20, 4, 1, 32, 41, 16, 11, 17, 23, 8, 34, 7, 45, 38, 10]
2.44;3435;15132;[0, 32, 41, 4, 30, 36, 35, 39, 45, 18, 23, 17, 44, 43, 42, 26, 13, 47, 24, 37, 2, 38, 10]
2.47;3415;15081;[0, 32, 37, 24, 19, 16, 3, 20, 38, 2, 4, 12, 29, 33, 18, 13, 44, 43, 47, 31, 26, 42, 28]
2.46;3401;15511;[0, 10, 49, 32, 1, 4, 30, 17, 44, 26, 23, 8, 24, 39, 48, 5, 41, 3, 27, 2, 38, 20, 28]
2.51;3328;15280;[0, 10, 38, 45, 8, 24, 19, 5, 20, 4, 41, 32, 33, 18, 34, 17, 11, 16, 14, 26, 42, 21, 28]
2.71;3389;15306;[0, 32, 30, 17, 23, 26, 41, 4, 1, 14, 44, 12, 29, 33, 49, 47, 31, 48, 6, 34, 8, 45, 38, 10]
2.77;3471;15305;[0, 3, 20, 38, 9, 23, 8, 13, 44, 14, 37, 11, 27, 35, 30, 32, 49, 33, 29, 25, 26, 41, 46, 28]
2.68;3366;15289;[0, 10, 41, 4, 1, 3, 27, 2, 37, 11, 17, 44, 43, 47, 31, 26, 23, 8, 45, 39, 48, 20, 28]
2.45;3441;15161;[0, 28, 35, 36, 43, 42, 26, 31, 48, 39, 24, 8, 45, 38, 10, 41, 4, 23, 17, 11, 33, 29, 14]
2.44;3386;15091;[0, 28, 20, 4, 2, 38, 45, 18, 23, 7, 16, 11, 17, 44, 43, 29, 32, 30, 5, 26, 24, 47, 31]
2.44;3434;15183;[0, 10, 38, 2, 41, 3, 16, 30, 4, 37, 18, 23, 8, 45, 39, 48, 44, 13, 29, 32, 49, 20, 28]
2.43;3395;15216;[0, 21, 1, 32, 41, 4, 48, 44, 17, 11, 27, 10, 38, 9, 23, 8, 26, 33, 29, 12, 40, 47, 31]
2.44;3403;15077;[0, 10, 38, 45, 34, 8, 23, 26, 24, 37, 32, 29, 14, 44, 17, 30, 4, 48, 5, 41, 3, 1, 21]
2.41;3347;15597;[0, 28, 38, 2, 4, 30, 32, 29, 33, 18, 14, 44, 17, 23, 8, 24, 26, 13, 47, 31, 48, 3]
2.40;3449;15189;[0, 28, 20, 38, 2, 37, 14, 47, 13, 26, 24, 8, 23, 17, 30, 36, 40, 12, 29, 33, 18, 34, 42]
