duration(s);cost;bonus;route
2.32;3268;15091;[0, 14, 44, 13, 26, 41, 4, 1, 43, 30, 32, 29, 33, 18, 45, 38, 9, 23, 17, 11, 20, 3]
2.32;3259;15264;[0, 28, 21, 1, 32, 29, 33, 26, 14, 44, 13, 8, 23, 7, 45, 38, 20, 41, 3, 27, 10]
2.32;3277;15138;[0, 42, 26, 7, 23, 8, 13, 43, 44, 14, 18, 33, 29, 32, 30, 17, 11, 41, 3, 20, 28]
2.32;3247;15070;[0, 28, 38, 10, 27, 3, 16, 41, 5, 20, 11, 17, 33, 29, 24, 26, 31, 47, 13, 44, 14]
2.31;3280;15164;[0, 28, 20, 11, 17, 30, 32, 49, 33, 29, 43, 44, 14, 26, 13, 8, 24, 19, 38, 2, 4, 1, 3]
2.31;3266;15100;[0, 28, 20, 41, 4, 48, 44, 14, 26, 13, 8, 34, 7, 23, 18, 33, 17, 11, 19, 38, 10]
2.32;3283;15116;[0, 14, 44, 13, 8, 23, 9, 38, 20, 11, 17, 30, 16, 41, 4, 1, 32, 29, 43, 47, 31, 26, 42]
2.31;3286;15223;[0, 28, 20, 38, 45, 8, 23, 18, 14, 44, 17, 11, 48, 3, 41, 4, 1, 43, 42, 26, 30, 32]
2.31;3263;15076;[0, 32, 29, 43, 30, 4, 41, 16, 11, 17, 44, 14, 26, 24, 19, 34, 8, 23, 18, 45, 38, 20, 28]
2.31;3273;15197;[0, 28, 20, 38, 19, 4, 2, 27, 3, 41, 11, 17, 23, 18, 33, 29, 32, 47, 24, 26, 14]
2.32;3279;15078;[0, 28, 20, 38, 10, 49, 33, 29, 32, 41, 16, 11, 19, 34, 7, 24, 47, 31, 26, 13, 44, 14]
2.31;3231;15091;[0, 32, 29, 33, 17, 44, 14, 26, 13, 47, 23, 18, 48, 3, 41, 16, 10, 38, 20, 28]
2.32;3303;15221;[0, 10, 38, 45, 7, 24, 47, 31, 36, 29, 33, 49, 32, 30, 26, 41, 4, 20, 3, 1, 21, 28]
2.32;3307;15185;[0, 28, 20, 27, 3, 41, 11, 17, 44, 14, 47, 13, 26, 24, 7, 23, 8, 45, 39, 30, 32]
2.30;3262;15413;[0, 28, 20, 38, 45, 8, 23, 18, 33, 29, 43, 44, 14, 47, 24, 26, 41, 5, 48, 4, 1, 32]
2.33;3299;15140;[0, 10, 38, 2, 17, 33, 29, 12, 44, 14, 37, 31, 47, 13, 8, 23, 26, 41, 3, 1, 21, 28]
2.32;3295;15100;[0, 31, 47, 24, 8, 23, 26, 41, 3, 19, 14, 1, 32, 30, 17, 11, 27, 10, 38, 20, 28, 21]
2.33;3274;15225;[0, 28, 21, 1, 4, 2, 38, 20, 31, 47, 14, 44, 13, 8, 26, 41, 5, 30, 17, 33, 29, 32]
2.31;3306;15172;[0, 28, 20, 38, 19, 24, 26, 42, 34, 8, 23, 5, 41, 4, 1, 43, 44, 17, 11, 16, 3, 27, 10]
2.30;3268;15409;[0, 14, 44, 17, 11, 41, 26, 24, 19, 38, 45, 7, 23, 18, 33, 29, 32, 1, 4, 48, 20, 28]
2.32;3267;15115;[0, 14, 44, 17, 34, 8, 23, 26, 13, 43, 1, 3, 41, 4, 30, 32, 29, 33, 49, 20, 38, 10]
2.29;3252;15137;[0, 10, 38, 20, 27, 8, 23, 47, 31, 26, 41, 11, 17, 33, 29, 32, 30, 4, 1, 43, 44, 14]
2.31;3255;15238;[0, 32, 29, 33, 17, 44, 14, 47, 24, 8, 23, 26, 30, 5, 48, 4, 41, 3, 20, 38, 10]
2.31;3276;15225;[0, 10, 38, 45, 8, 23, 7, 24, 26, 13, 44, 17, 11, 41, 16, 14, 29, 32, 49, 20, 28, 21]
2.32;3213;15084;[0, 28, 20, 48, 31, 47, 13, 26, 14, 44, 17, 30, 32, 1, 4, 41, 3, 27, 45, 38, 10]
2.31;3266;15159;[0, 10, 38, 20, 5, 41, 32, 29, 33, 18, 23, 17, 44, 7, 34, 8, 13, 47, 31, 26, 42]
2.32;3235;15197;[0, 28, 21, 1, 32, 29, 33, 18, 26, 31, 47, 14, 44, 17, 11, 20, 4, 41, 3, 27, 10]
2.33;3252;15073;[0, 32, 30, 26, 13, 8, 23, 18, 33, 17, 11, 27, 3, 41, 4, 1, 14, 44, 48, 38, 28]
2.31;3293;15192;[0, 10, 38, 45, 8, 23, 47, 14, 26, 13, 43, 1, 32, 29, 33, 49, 20, 27, 3, 41, 46, 28]
2.29;3267;15068;[0, 28, 20, 11, 17, 44, 48, 31, 47, 13, 8, 24, 19, 38, 2, 4, 1, 14, 26, 33, 29, 32]
