duration(s);cost;bonus;route
0.27;801;3462;[0, 2, 5, 1, 3]
0.28;801;3462;[0, 2, 5, 1, 3]
0.27;801;3462;[0, 2, 5, 1, 3]
0.27;801;3462;[0, 2, 5, 1, 3]
0.26;801;3462;[0, 2, 5, 1, 3]
0.26;801;3462;[0, 2, 5, 1, 3]
0.26;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.27;801;3462;[0, 2, 5, 1, 3]
0.27;801;3462;[0, 2, 5, 1, 3]
0.28;801;3462;[0, 2, 5, 1, 3]
0.27;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.26;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.25;801;3462;[0, 3, 1, 5, 2]
0.27;801;3462;[0, 2, 5, 1, 3]
0.26;801;3462;[0, 2, 5, 1, 3]
0.26;801;3462;[0, 2, 5, 1, 3]
0.31;801;3462;[0, 3, 1, 5, 2]
0.27;801;3462;[0, 3, 1, 5, 2]
