duration(s);cost;bonus;route
0.18;801;3462;[0, 3, 1, 5, 2]
0.19;801;3462;[0, 3, 1, 5, 2]
0.19;801;3462;[0, 3, 1, 5, 2]
0.19;801;3462;[0, 3, 1, 5, 2]
0.20;838;3939;[0, 5, 1, 4, 2, 6]
0.20;838;3939;[0, 5, 1, 4, 2, 6]
0.20;838;3939;[0, 5, 1, 4, 2, 6]
0.21;838;3939;[0, 5, 1, 4, 2, 6]
0.18;801;3462;[0, 2, 5, 1, 3]
0.18;801;3462;[0, 2, 5, 1, 3]
0.18;801;3462;[0, 2, 5, 1, 3]
0.18;801;3462;[0, 2, 5, 1, 3]
0.18;801;3462;[0, 2, 5, 1, 3]
0.18;801;3462;[0, 2, 5, 1, 3]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.19;825;3436;[0, 3, 1, 6, 2]
0.18;801;3462;[0, 3, 1, 5, 2]
0.18;801;3462;[0, 3, 1, 5, 2]
0.18;801;3462;[0, 3, 1, 5, 2]
0.18;801;3462;[0, 3, 1, 5, 2]
0.18;801;3462;[0, 3, 1, 5, 2]
0.20;858;3738;[0, 3, 5, 1, 7, 6]
