duration(s);cost;bonus;route
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.24;801;3462;[0, 3, 1, 5, 2]
0.24;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 2, 5, 1, 3]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.24;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 3, 1, 5, 2]
0.23;801;3462;[0, 2, 5, 1, 3]
