duration(s);cost;bonus;route
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.39;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.41;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
2.40;4312;16760;[0, 41, 48, 49, 24, 39, 28, 46, 38, 43, 36, 37, 45, 44, 31, 29, 42, 30, 25, 26, 32, 27, 33, 34, 47, 40, 35]
