duration(s);cost;bonus;route
0.29;793;2981;[0, 4, 9, 8, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.34;793;2848;[0, 4, 9, 1, 7]
0.30;793;2848;[0, 4, 9, 1, 7]
0.30;793;2848;[0, 4, 9, 1, 7]
0.32;793;2848;[0, 4, 9, 1, 7]
0.33;793;2848;[0, 4, 9, 1, 7]
0.31;793;2848;[0, 4, 9, 1, 7]
0.30;793;2981;[0, 4, 9, 8, 7]
0.30;793;2981;[0, 4, 9, 8, 7]
0.29;793;2981;[0, 4, 9, 8, 7]
0.30;793;2981;[0, 4, 9, 8, 7]
0.31;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.30;793;2848;[0, 4, 9, 1, 7]
0.30;793;2981;[0, 4, 9, 8, 7]
0.30;793;2981;[0, 4, 9, 8, 7]
0.29;793;2981;[0, 4, 9, 8, 7]
0.29;793;2981;[0, 4, 9, 8, 7]
0.29;793;2981;[0, 4, 9, 8, 7]
0.29;793;2981;[0, 4, 9, 8, 7]
0.33;793;2848;[0, 4, 9, 1, 7]
0.30;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
0.29;793;2848;[0, 4, 9, 1, 7]
