duration(s);cost;bonus;route
0.20;975;3273;[0, 5, 7, 8, 6, 3]
0.20;975;3273;[0, 5, 7, 8, 6, 3]
0.20;975;3273;[0, 5, 7, 8, 6, 3]
0.20;975;3273;[0, 5, 7, 8, 6, 3]
0.21;976;3276;[0, 5, 2, 4, 1, 3]
0.21;976;3276;[0, 5, 2, 4, 1, 3]
0.21;976;3276;[0, 5, 2, 4, 1, 3]
0.21;976;3276;[0, 5, 2, 4, 1, 3]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.19;942;3118;[0, 5, 7, 4, 1]
0.21;965;3474;[0, 3, 6, 4, 7, 5]
0.21;965;3474;[0, 3, 6, 4, 7, 5]
0.21;965;3474;[0, 3, 6, 4, 7, 5]
0.21;965;3474;[0, 3, 6, 4, 7, 5]
0.19;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;942;3118;[0, 5, 7, 4, 1]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;964;3099;[0, 5, 3, 1, 6]
0.18;907;3133;[0, 5, 7, 4, 6]
