duration(s);cost;bonus;route
0.48;1418;5731;[0, 18, 2, 6, 12, 4, 13, 15, 3]
0.48;1418;5731;[0, 18, 2, 6, 12, 4, 13, 15, 3]
0.48;1405;5823;[0, 15, 6, 12, 4, 7, 18, 13, 1]
0.48;1405;5823;[0, 15, 6, 12, 4, 7, 18, 13, 1]
0.50;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.50;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.48;1386;5849;[0, 3, 6, 7, 18, 13, 15, 12, 1]
0.49;1386;5849;[0, 3, 6, 7, 18, 13, 15, 12, 1]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.48;1370;5681;[0, 18, 13, 15, 6, 7, 12, 16, 3]
0.48;1370;5681;[0, 18, 13, 15, 6, 7, 12, 16, 3]
0.49;1386;5849;[0, 3, 6, 7, 18, 13, 15, 12, 1]
0.48;1386;5849;[0, 3, 6, 7, 18, 13, 15, 12, 1]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.49;1406;5849;[0, 18, 13, 6, 7, 12, 1, 15, 3]
0.50;1406;5849;[0, 18, 13, 6, 7, 12, 1, 15, 3]
0.49;1388;5740;[0, 18, 13, 1, 15, 6, 12, 16, 3]
0.49;1388;5740;[0, 18, 13, 1, 15, 6, 12, 16, 3]
0.50;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.48;1395;5673;[0, 18, 13, 6, 7, 12, 4, 16, 3]
0.48;1395;5673;[0, 18, 13, 6, 7, 12, 4, 16, 3]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.50;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.48;1406;5823;[0, 15, 6, 7, 12, 4, 18, 13, 1]
0.48;1406;5823;[0, 15, 6, 7, 12, 4, 18, 13, 1]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
0.49;1378;5714;[0, 18, 13, 15, 6, 12, 10, 8, 3]
