duration(s);cost;bonus;route
0.63;1536;5705;[0, 18, 15, 17, 13, 12, 4, 11, 16, 3]
0.67;1536;5705;[0, 18, 15, 17, 13, 12, 4, 11, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.64;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.64;1498;5679;[0, 18, 13, 15, 12, 4, 11, 19, 10, 8]
0.64;1498;5679;[0, 18, 13, 15, 12, 4, 11, 19, 10, 8]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.64;1536;5705;[0, 18, 15, 17, 13, 12, 4, 11, 16, 3]
0.64;1536;5705;[0, 18, 15, 17, 13, 12, 4, 11, 16, 3]
0.65;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.64;1498;5679;[0, 18, 13, 15, 12, 4, 11, 19, 10, 8]
0.63;1498;5679;[0, 18, 13, 15, 12, 4, 11, 19, 10, 8]
0.64;1527;5679;[0, 15, 12, 4, 11, 13, 18, 19, 10, 8]
0.62;1527;5679;[0, 15, 12, 4, 11, 13, 18, 19, 10, 8]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.65;1514;5705;[0, 11, 19, 18, 13, 15, 12, 10, 8, 3]
0.65;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.63;1509;5705;[0, 18, 15, 17, 11, 13, 12, 4, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.63;1477;5822;[0, 18, 19, 13, 15, 12, 4, 11, 16, 3]
0.62;1525;5822;[0, 15, 12, 18, 19, 13, 4, 11, 16, 3]
0.64;1525;5822;[0, 15, 12, 18, 19, 13, 4, 11, 16, 3]
