duration(s);cost;bonus;route
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.85;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
0.84;1595;5711;[0, 18, 8, 16, 14, 6, 12, 4, 13, 15]
