duration(s);cost;bonus;route
2.33;3287;15989;[0, 33, 24, 14, 45, 44, 3, 26, 42, 20, 31, 10, 28, 37, 19, 38, 32, 23, 29, 30, 35, 43]
2.33;3268;15922;[0, 17, 33, 23, 29, 28, 10, 43, 35, 20, 31, 49, 32, 38, 30, 4, 41, 19, 37, 44, 11]
2.32;3270;16049;[0, 32, 39, 33, 24, 14, 45, 38, 19, 20, 31, 10, 28, 37, 3, 44, 4, 30, 29, 23, 35, 43]
2.33;3299;16049;[0, 39, 33, 24, 14, 45, 4, 44, 3, 37, 28, 10, 31, 20, 19, 38, 32, 23, 29, 30, 35, 43]
2.34;3267;16000;[0, 33, 24, 14, 45, 44, 3, 26, 32, 38, 19, 20, 31, 10, 28, 37, 1, 23, 29, 30, 35, 43]
2.33;3299;16049;[0, 39, 33, 24, 14, 45, 4, 44, 3, 37, 28, 10, 31, 20, 19, 38, 32, 23, 29, 30, 35, 43]
2.33;3237;16009;[0, 32, 38, 19, 20, 31, 10, 28, 37, 3, 44, 24, 33, 1, 23, 29, 30, 4, 45, 14, 35, 43]
2.33;3230;15938;[0, 43, 11, 44, 37, 19, 38, 31, 45, 14, 35, 47, 41, 29, 23, 1, 33, 39, 9, 28, 10, 32]
2.33;3284;15949;[0, 43, 35, 30, 29, 41, 4, 45, 38, 32, 39, 33, 1, 5, 47, 28, 10, 31, 20, 19, 37, 2]
2.33;3259;15957;[0, 32, 10, 28, 48, 19, 37, 1, 23, 29, 41, 4, 44, 45, 31, 20, 35, 14, 17, 33, 11, 43]
2.33;3265;16008;[0, 11, 33, 24, 14, 45, 44, 37, 3, 26, 28, 10, 31, 20, 19, 38, 32, 23, 29, 30, 35, 43]
2.33;3294;16025;[0, 43, 26, 11, 44, 45, 14, 35, 20, 31, 10, 28, 47, 36, 16, 18, 48, 19, 38, 30, 29, 23, 32]
2.33;3278;16051;[0, 43, 23, 1, 47, 2, 37, 19, 38, 32, 10, 28, 29, 30, 45, 31, 20, 35, 14, 24, 44, 11]
2.32;3289;15940;[0, 33, 24, 14, 45, 4, 44, 3, 37, 19, 20, 31, 10, 28, 48, 38, 32, 23, 29, 30, 35, 43]
2.33;3278;15979;[0, 36, 16, 17, 33, 39, 32, 10, 28, 47, 35, 30, 29, 23, 1, 37, 19, 20, 31, 45, 44, 43]
2.32;3265;16173;[0, 11, 33, 24, 44, 3, 37, 28, 10, 31, 20, 19, 41, 4, 45, 38, 32, 23, 29, 30, 35, 43]
2.34;3290;15951;[0, 43, 35, 14, 45, 38, 32, 23, 29, 28, 26, 18, 33, 17, 36, 16, 20, 19, 37, 3, 44, 11]
2.31;3258;16017;[0, 43, 10, 28, 37, 3, 44, 11, 33, 24, 14, 35, 30, 29, 23, 32, 38, 19, 20, 31, 45, 4]
2.33;3278;16070;[0, 11, 44, 45, 38, 32, 49, 31, 10, 28, 47, 41, 29, 30, 35, 20, 19, 48, 18, 16, 17, 43]
2.33;3256;16009;[0, 43, 35, 30, 29, 23, 1, 33, 24, 14, 45, 4, 44, 3, 37, 28, 10, 31, 20, 19, 38, 32]
2.33;3286;15934;[0, 4, 44, 37, 19, 20, 31, 10, 32, 38, 45, 14, 35, 30, 29, 23, 1, 36, 16, 28, 26, 43]
2.33;3285;16265;[0, 33, 24, 14, 45, 38, 32, 23, 29, 41, 19, 20, 31, 10, 28, 37, 3, 44, 4, 30, 35, 43]
2.33;3260;16049;[0, 11, 26, 28, 29, 23, 32, 38, 45, 44, 3, 37, 19, 20, 35, 47, 36, 16, 18, 33, 17, 43]
2.33;3256;16009;[0, 43, 35, 30, 29, 23, 1, 33, 24, 14, 45, 4, 44, 3, 37, 28, 10, 31, 20, 19, 38, 32]
2.33;3250;16008;[0, 33, 24, 14, 45, 44, 11, 26, 3, 37, 28, 10, 31, 20, 19, 38, 32, 23, 29, 30, 35, 43]
2.32;3264;16104;[0, 32, 23, 29, 30, 4, 49, 39, 33, 24, 44, 37, 28, 10, 31, 20, 19, 38, 45, 14, 35, 43]
2.33;3255;16092;[0, 33, 24, 44, 4, 30, 29, 23, 32, 26, 3, 37, 28, 10, 31, 20, 19, 38, 45, 14, 35, 43]
2.33;3238;16115;[0, 33, 24, 14, 45, 31, 10, 28, 37, 3, 47, 41, 4, 30, 29, 23, 32, 38, 19, 20, 35, 43]
2.33;3299;16049;[0, 39, 33, 24, 14, 45, 4, 44, 3, 37, 28, 10, 31, 20, 19, 38, 32, 23, 29, 30, 35, 43]
2.33;3270;16049;[0, 32, 39, 33, 24, 14, 45, 38, 19, 20, 31, 10, 28, 37, 3, 44, 4, 30, 29, 23, 35, 43]
