duration(s);cost;bonus;route
2.41;3379;16445;[0, 43, 23, 1, 5, 47, 35, 46, 16, 17, 33, 24, 20, 31, 45, 44, 37, 19, 38, 48, 28, 10, 32]
2.42;3468;16160;[0, 11, 44, 3, 9, 39, 33, 17, 8, 2, 40, 36, 16, 46, 14, 45, 4, 49, 32, 38, 19, 41, 47, 28]
2.37;3356;15925;[0, 43, 35, 14, 24, 20, 19, 13, 8, 2, 37, 3, 41, 7, 16, 18, 48, 28, 10, 32, 49, 4]
2.38;3420;16097;[0, 11, 26, 3, 41, 13, 30, 35, 20, 42, 10, 28, 47, 2, 37, 19, 38, 32, 39, 27, 14, 17, 33]
2.41;3405;15960;[0, 32, 49, 39, 33, 1, 22, 17, 16, 7, 30, 38, 19, 20, 31, 45, 44, 3, 41, 47, 2, 43]
2.41;3392;16030;[0, 11, 26, 3, 44, 7, 41, 4, 46, 16, 28, 47, 2, 19, 20, 35, 36, 5, 29, 23, 33, 39, 32]
2.42;3378;16273;[0, 43, 5, 1, 33, 17, 14, 35, 21, 28, 26, 3, 37, 2, 47, 36, 16, 18, 4, 41, 31, 38, 32]
2.41;3361;16052;[0, 22, 17, 9, 3, 29, 23, 35, 20, 24, 44, 37, 2, 47, 41, 4, 49, 14, 45, 31, 10, 43]
2.42;3387;16058;[0, 32, 38, 30, 29, 23, 1, 37, 44, 11, 26, 5, 47, 41, 4, 49, 31, 20, 35, 21, 16, 36, 17]
2.38;3351;16102;[0, 33, 17, 36, 16, 39, 49, 32, 38, 19, 41, 3, 44, 37, 2, 8, 6, 26, 28, 47, 35, 43]
2.43;3432;16102;[0, 11, 26, 28, 21, 4, 41, 7, 16, 18, 48, 38, 32, 49, 31, 45, 30, 29, 3, 19, 20, 35, 43]
2.40;3418;16049;[0, 33, 39, 32, 10, 31, 41, 4, 30, 13, 19, 38, 14, 24, 47, 6, 37, 2, 8, 3, 44, 11, 43]
2.40;3333;16053;[0, 43, 10, 31, 38, 19, 37, 3, 9, 17, 16, 23, 29, 30, 35, 20, 24, 47, 28, 26, 11, 33]
2.40;3432;16025;[0, 32, 49, 39, 33, 23, 36, 16, 8, 13, 19, 37, 2, 48, 28, 26, 11, 44, 43, 34, 31, 45, 14]
2.39;3320;15933;[0, 43, 23, 29, 28, 10, 32, 49, 31, 45, 14, 35, 30, 7, 44, 24, 20, 19, 38, 8, 17, 33]
2.38;3439;15974;[0, 43, 24, 20, 31, 10, 42, 26, 3, 19, 38, 45, 8, 2, 47, 36, 16, 7, 41, 29, 23, 1, 22]
2.41;3332;16017;[0, 11, 26, 3, 29, 41, 4, 18, 33, 17, 9, 39, 32, 38, 19, 20, 35, 15, 2, 47, 28, 10, 43]
2.38;3279;16040;[0, 43, 35, 47, 28, 10, 42, 26, 11, 44, 37, 2, 48, 38, 19, 20, 45, 4, 41, 29, 23, 32]
2.39;3330;15962;[0, 17, 16, 39, 9, 20, 19, 38, 45, 31, 10, 28, 26, 2, 37, 13, 30, 4, 41, 47, 23, 32]
2.42;3420;16266;[0, 32, 10, 28, 26, 11, 44, 29, 5, 1, 23, 35, 20, 19, 2, 47, 4, 49, 48, 18, 16, 17, 33]
2.41;3434;15941;[0, 28, 10, 31, 34, 8, 16, 46, 35, 30, 29, 23, 7, 41, 19, 38, 45, 44, 37, 13, 26, 11, 33]
2.40;3401;16102;[0, 32, 10, 28, 26, 3, 19, 13, 8, 17, 16, 18, 48, 2, 4, 41, 7, 34, 31, 45, 14, 35, 43]
2.42;3345;16110;[0, 43, 10, 31, 34, 29, 41, 13, 37, 2, 47, 28, 26, 11, 33, 17, 16, 20, 35, 14, 38, 32]
2.38;3425;16388;[0, 32, 49, 31, 20, 24, 44, 3, 8, 17, 36, 5, 26, 28, 37, 19, 38, 14, 35, 30, 7, 41, 4]
2.43;3433;16457;[0, 32, 38, 48, 28, 47, 2, 8, 16, 17, 33, 42, 20, 35, 30, 29, 23, 7, 41, 4, 9, 3, 44, 11]
2.42;3437;16001;[0, 11, 15, 2, 47, 28, 10, 32, 39, 35, 43, 5, 7, 41, 29, 23, 1, 37, 44, 3, 8, 17, 22]
2.37;3325;15920;[0, 32, 23, 29, 30, 38, 19, 20, 42, 10, 43, 35, 14, 17, 33, 39, 16, 7, 44, 3, 41, 4]
2.43;3403;15933;[0, 32, 23, 29, 34, 36, 5, 47, 2, 26, 28, 10, 42, 20, 19, 38, 45, 14, 46, 41, 3, 44, 43]
2.41;3338;15940;[0, 11, 26, 2, 37, 13, 8, 17, 33, 39, 16, 36, 47, 35, 30, 4, 41, 7, 23, 29, 28, 10, 32]
2.39;3389;16081;[0, 33, 17, 14, 49, 4, 41, 29, 30, 45, 44, 43, 35, 20, 16, 36, 5, 47, 2, 48, 28, 26, 32]
