duration(s);cost;bonus;route
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.25;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.26;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
2.27;3536;15950;[0, 32, 38, 48, 28, 47, 41, 46, 16, 42, 33, 39, 49, 31, 45, 44, 37, 40, 36, 35, 30, 29, 34, 43]
