duration(s);cost;bonus;route
2.39;3514;15947;[0, 43, 24, 44, 11, 26, 25, 5, 47, 41, 29, 23, 1, 8, 2, 48, 28, 9, 38, 19, 40, 36, 16, 18, 33]
2.36;3480;16164;[0, 11, 26, 5, 47, 41, 4, 46, 15, 37, 13, 7, 23, 32, 10, 28, 48, 19, 20, 35, 14, 17, 16, 36]
2.31;3560;15965;[0, 11, 44, 24, 10, 31, 37, 19, 3, 29, 23, 7, 5, 47, 6, 4, 18, 36, 17, 33, 39, 35, 43]
2.32;3476;16313;[0, 43, 23, 32, 38, 14, 28, 21, 35, 20, 31, 34, 4, 2, 47, 36, 17, 33, 13, 37, 3, 44, 11]
2.37;3525;15929;[0, 2, 37, 6, 4, 41, 47, 28, 48, 19, 13, 30, 35, 23, 1, 5, 15, 34, 31, 49, 46, 16, 17, 33]
2.43;3636;16124;[0, 43, 35, 20, 16, 36, 5, 25, 17, 33, 1, 22, 29, 6, 37, 2, 47, 28, 26, 3, 12, 30, 13, 41, 32]
2.33;3517;15936;[0, 11, 43, 35, 20, 42, 10, 28, 48, 18, 29, 30, 13, 45, 44, 3, 41, 47, 17, 25, 14, 46, 49, 32]
2.42;3627;16551;[0, 32, 49, 31, 34, 29, 41, 7, 5, 47, 35, 21, 16, 46, 14, 17, 8, 2, 37, 40, 28, 48, 19, 27, 33]
2.33;3533;16838;[0, 43, 34, 31, 49, 46, 10, 9, 3, 26, 13, 37, 19, 38, 45, 20, 35, 36, 47, 41, 29, 23, 1, 33]
2.35;3439;16181;[0, 43, 23, 29, 41, 4, 6, 47, 5, 8, 2, 19, 37, 40, 36, 16, 46, 14, 49, 32, 10, 28, 26, 11]
2.47;3545;16569;[0, 32, 38, 31, 45, 8, 16, 18, 4, 41, 7, 23, 29, 24, 33, 11, 47, 28, 10, 42, 9, 39, 21, 35, 43]
2.42;3559;15997;[0, 39, 9, 17, 36, 27, 44, 3, 12, 7, 41, 4, 18, 16, 46, 14, 35, 20, 31, 10, 28, 26, 2, 15, 11]
2.33;3581;16485;[0, 43, 11, 26, 28, 14, 24, 44, 29, 3, 40, 19, 2, 47, 6, 4, 9, 17, 33, 39, 16, 31, 10, 32]
2.40;3563;16076;[0, 4, 49, 35, 20, 24, 14, 38, 31, 34, 29, 41, 7, 13, 8, 17, 9, 3, 37, 28, 26, 5, 1, 22]
2.40;3573;16161;[0, 4, 6, 37, 40, 36, 16, 18, 26, 28, 47, 5, 1, 23, 7, 44, 24, 20, 31, 45, 38, 30, 13, 8, 2]
2.43;3566;16104;[0, 32, 10, 42, 20, 35, 46, 14, 17, 33, 1, 47, 41, 29, 30, 13, 19, 48, 18, 36, 40, 37, 44, 27, 43]
2.39;3532;16177;[0, 22, 17, 33, 23, 29, 34, 31, 49, 46, 14, 38, 19, 13, 8, 3, 44, 4, 6, 26, 28, 5, 47, 2]
2.40;3496;16642;[0, 43, 27, 44, 3, 37, 2, 8, 17, 36, 47, 5, 26, 28, 10, 31, 45, 14, 38, 30, 4, 18, 16, 39]
2.33;3500;16202;[0, 33, 27, 44, 37, 19, 38, 45, 8, 3, 9, 49, 35, 15, 34, 43, 10, 28, 47, 41, 29, 23, 1, 22]
2.48;3555;16673;[0, 32, 39, 49, 31, 45, 38, 48, 28, 47, 6, 15, 46, 16, 8, 13, 37, 3, 41, 29, 23, 1, 33, 27, 43]
2.33;3577;16274;[0, 4, 2, 37, 13, 8, 38, 31, 49, 39, 16, 36, 5, 7, 23, 29, 22, 17, 33, 24, 47, 35, 15, 11]
2.38;3492;15951;[0, 36, 5, 1, 23, 24, 20, 35, 21, 28, 10, 42, 39, 49, 32, 38, 45, 30, 13, 7, 41, 3, 44, 11]
2.30;3446;16159;[0, 43, 44, 45, 30, 29, 3, 37, 19, 20, 31, 49, 39, 9, 28, 48, 2, 8, 16, 36, 5, 1, 33]
2.30;3355;16056;[0, 39, 9, 17, 16, 46, 14, 35, 20, 19, 38, 32, 23, 1, 37, 3, 26, 28, 48, 2, 47, 41, 4]
2.30;3432;16007;[0, 2, 37, 3, 41, 4, 30, 35, 20, 14, 49, 39, 9, 17, 16, 18, 48, 28, 47, 5, 1, 23, 43]
2.31;3488;15968;[0, 3, 8, 17, 9, 10, 31, 49, 46, 14, 45, 38, 19, 12, 37, 18, 26, 5, 47, 41, 29, 23, 43]
2.44;3522;16099;[0, 43, 27, 19, 37, 3, 29, 23, 32, 42, 39, 21, 28, 48, 38, 31, 16, 36, 17, 4, 41, 47, 11]
2.40;3502;16107;[0, 11, 26, 28, 9, 39, 16, 8, 5, 47, 2, 48, 12, 30, 29, 23, 33, 24, 44, 27, 19, 38, 32, 49, 4]
2.46;3553;16039;[0, 33, 18, 16, 39, 9, 3, 44, 24, 14, 25, 42, 10, 31, 45, 4, 30, 13, 19, 37, 6, 47, 1, 23, 32]
2.29;3389;16014;[0, 14, 45, 38, 19, 27, 44, 3, 37, 2, 47, 41, 7, 23, 36, 16, 18, 33, 11, 26, 42, 10, 32]
