duration(s);cost;bonus;route
0.50;1522;6577;[0, 9, 18, 13, 16, 12, 7, 19, 5, 14]
0.50;1522;6577;[0, 9, 18, 13, 16, 12, 7, 19, 5, 14]
0.50;1553;6513;[0, 9, 15, 3, 19, 2, 6, 13, 18, 5]
0.52;1553;6513;[0, 9, 15, 3, 19, 2, 6, 13, 18, 5]
0.47;1552;6497;[0, 14, 6, 13, 16, 10, 15, 9, 18, 1]
0.46;1552;6497;[0, 14, 6, 13, 16, 10, 15, 9, 18, 1]
0.50;1550;6968;[0, 17, 2, 6, 11, 15, 12, 10, 9, 18, 5]
0.50;1550;6968;[0, 17, 2, 6, 11, 15, 12, 10, 9, 18, 5]
0.50;1624;6585;[0, 17, 7, 10, 15, 9, 18, 5, 13, 8, 2]
0.50;1624;6585;[0, 17, 7, 10, 15, 9, 18, 5, 13, 8, 2]
0.48;1514;6606;[0, 14, 6, 13, 2, 16, 10, 15, 12, 5]
0.48;1514;6606;[0, 14, 6, 13, 2, 16, 10, 15, 12, 5]
0.47;1444;6612;[0, 9, 18, 5, 14, 17, 1, 11, 13, 2]
0.47;1444;6612;[0, 9, 18, 5, 14, 17, 1, 11, 13, 2]
0.51;1514;6528;[0, 3, 11, 1, 9, 15, 12, 13, 19, 14]
0.50;1514;6528;[0, 3, 11, 1, 9, 15, 12, 13, 19, 14]
0.50;1517;6580;[0, 14, 6, 11, 15, 9, 18, 5, 16, 1]
0.50;1517;6580;[0, 14, 6, 11, 15, 9, 18, 5, 16, 1]
0.49;1477;6770;[0, 9, 18, 1, 14, 5, 17, 13, 19, 2]
0.50;1477;6770;[0, 9, 18, 1, 14, 5, 17, 13, 19, 2]
0.53;1612;7292;[0, 9, 18, 5, 16, 10, 15, 13, 14, 17, 1]
0.52;1612;7292;[0, 9, 18, 5, 16, 10, 15, 13, 14, 17, 1]
0.52;1531;6951;[0, 9, 15, 12, 11, 19, 14, 6, 5, 16, 10]
0.54;1583;7195;[0, 9, 15, 3, 2, 17, 1, 16, 4, 14, 5]
0.52;1583;7195;[0, 9, 15, 3, 2, 17, 1, 16, 4, 14, 5]
0.51;1648;6968;[0, 9, 15, 3, 11, 7, 19, 18, 4, 14, 5]
0.51;1648;6968;[0, 9, 15, 3, 11, 7, 19, 18, 4, 14, 5]
0.54;1534;6868;[0, 3, 11, 1, 9, 18, 5, 17, 7, 19, 2]
0.51;1534;6868;[0, 3, 11, 1, 9, 18, 5, 17, 7, 19, 2]
0.49;1545;6555;[0, 17, 1, 19, 2, 10, 15, 9, 18, 5]
