duration(s);cost;bonus;route
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.63;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.61;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1430;6493;[0, 9, 18, 11, 15, 12, 5, 17, 19, 14]
0.62;1430;6493;[0, 9, 18, 11, 15, 12, 5, 17, 19, 14]
0.62;1430;6493;[0, 9, 18, 11, 15, 12, 5, 17, 19, 14]
0.62;1434;6720;[0, 9, 18, 10, 15, 12, 11, 19, 5, 14]
0.62;1434;6720;[0, 9, 18, 10, 15, 12, 11, 19, 5, 14]
0.62;1434;6720;[0, 9, 18, 10, 15, 12, 11, 19, 5, 14]
0.61;1430;6493;[0, 9, 18, 11, 15, 12, 5, 17, 19, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1430;6493;[0, 9, 18, 11, 19, 14, 17, 15, 12, 5]
0.62;1430;6493;[0, 9, 18, 11, 19, 14, 17, 15, 12, 5]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.62;1405;6720;[0, 9, 18, 11, 19, 10, 15, 12, 5, 14]
0.61;1434;6720;[0, 9, 15, 12, 11, 19, 10, 18, 5, 14]
0.62;1434;6720;[0, 9, 15, 12, 11, 19, 10, 18, 5, 14]
0.62;1434;6720;[0, 9, 15, 12, 11, 19, 10, 18, 5, 14]
