duration(s);cost;bonus;route
0.62;1397;6519;[0, 3, 2, 6, 1, 9, 18, 5, 14]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.70;1394;6474;[0, 9, 18, 1, 16, 15, 12, 5, 14]
0.67;1394;6474;[0, 9, 18, 1, 16, 15, 12, 5, 14]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.63;1397;6519;[0, 3, 2, 6, 1, 9, 18, 5, 14]
0.62;1397;6519;[0, 3, 2, 6, 1, 9, 18, 5, 14]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.65;1394;6474;[0, 9, 18, 1, 16, 15, 12, 5, 14]
0.62;1394;6474;[0, 9, 18, 1, 16, 15, 12, 5, 14]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.64;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.67;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.64;1394;6474;[0, 9, 18, 5, 16, 15, 12, 1, 14]
0.64;1394;6474;[0, 9, 18, 5, 16, 15, 12, 1, 14]
0.62;1376;6551;[0, 9, 15, 12, 10, 18, 5, 14, 2]
0.63;1394;6474;[0, 9, 18, 5, 16, 15, 12, 1, 14]
0.61;1394;6474;[0, 9, 18, 5, 16, 15, 12, 1, 14]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.62;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.63;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.63;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
0.61;1376;6551;[0, 9, 15, 12, 10, 18, 5, 14, 2]
0.61;1376;6551;[0, 9, 15, 12, 10, 18, 5, 14, 2]
0.61;1369;6484;[0, 9, 18, 15, 12, 5, 14, 6, 2]
