duration(s);cost;bonus;route
9.32;7539;31076;[0, 79, 98, 82, 80, 99, 97, 95, 94, 85, 89, 27, 86, 76, 88, 91, 87, 93, 84, 77, 78, 81, 75, 74, 9, 73, 55, 50, 59, 58, 70, 22, 68, 67, 25, 66, 63, 64, 61, 69, 60, 20, 51, 57, 72, 6, 52, 53, 65, 54]
9.37;7491;30640;[0, 38, 83, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 93, 90, 77, 47, 84, 91, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 60, 55, 51, 6, 52, 53]
9.32;7458;30700;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 55, 51, 16, 38, 54, 6, 52, 53]
9.31;7503;30624;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 93, 84, 77, 78, 81, 75, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 11, 51, 53, 52, 18, 55, 60, 38, 54]
9.29;7438;30679;[0, 27, 98, 96, 81, 75, 90, 93, 92, 97, 95, 94, 77, 78, 76, 82, 84, 35, 87, 85, 89, 88, 91, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 55, 51, 86, 50, 54, 6, 52, 53]
9.30;7597;30856;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 88, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 5, 61, 55, 51, 53, 52, 30, 54]
9.31;7458;30700;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 55, 51, 16, 38, 54, 6, 52, 53]
9.32;7458;30700;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 55, 51, 16, 38, 54, 6, 52, 53]
9.32;7458;30700;[0, 79, 98, 82, 80, 99, 27, 96, 97, 95, 94, 85, 89, 50, 86, 87, 90, 91, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 71, 59, 58, 70, 56, 57, 69, 66, 21, 68, 65, 64, 63, 67, 61, 55, 51, 16, 38, 54, 6, 52, 53]
9.31;7478;30950;[0, 12, 98, 82, 80, 99, 97, 95, 94, 85, 89, 27, 86, 87, 90, 91, 88, 93, 84, 77, 78, 81, 75, 74, 9, 73, 72, 58, 70, 11, 71, 59, 56, 57, 69, 66, 21, 68, 65, 63, 67, 55, 60, 61, 64, 50, 54, 6, 52, 53]
