duration(s);cost;bonus;route
0.50;1667;7229;[0, 3, 5, 8, 19, 17, 18, 14, 15, 1, 13]
0.49;1610;6815;[0, 6, 1, 10, 16, 19, 11, 5, 3, 14]
0.48;1610;6815;[0, 6, 1, 10, 16, 19, 11, 5, 3, 14]
0.51;1644;6974;[0, 3, 11, 5, 8, 2, 19, 13, 16, 15, 14]
0.51;1644;6974;[0, 3, 11, 5, 8, 2, 19, 13, 16, 15, 14]
0.47;1537;6826;[0, 3, 11, 19, 5, 8, 2, 1, 15, 14]
0.47;1537;6826;[0, 3, 11, 19, 5, 8, 2, 1, 15, 14]
0.48;1624;6824;[0, 2, 8, 5, 4, 6, 1, 10, 17, 14]
0.47;1624;6824;[0, 2, 8, 5, 4, 6, 1, 10, 17, 14]
0.51;1679;6932;[0, 14, 15, 1, 2, 8, 19, 16, 4, 9, 3]
0.51;1679;6932;[0, 14, 15, 1, 2, 8, 19, 16, 4, 9, 3]
0.46;1659;6872;[0, 14, 15, 5, 8, 19, 16, 7, 6, 17]
0.46;1659;6872;[0, 14, 15, 5, 8, 19, 16, 7, 6, 17]
0.49;1623;7505;[0, 14, 15, 5, 8, 19, 11, 9, 4, 17, 18]
0.49;1623;7505;[0, 14, 15, 5, 8, 19, 11, 9, 4, 17, 18]
0.52;1674;6957;[0, 10, 9, 11, 19, 2, 12, 5, 15, 14, 18]
0.51;1674;6957;[0, 10, 9, 11, 19, 2, 12, 5, 15, 14, 18]
0.46;1569;6814;[0, 14, 15, 1, 9, 11, 8, 19, 17, 18]
0.46;1569;6814;[0, 14, 15, 1, 9, 11, 8, 19, 17, 18]
0.52;1659;8146;[0, 2, 8, 19, 17, 10, 9, 4, 6, 1, 15, 14]
0.51;1659;8146;[0, 2, 8, 19, 17, 10, 9, 4, 6, 1, 15, 14]
0.53;1673;7098;[0, 17, 10, 16, 6, 15, 14, 12, 5, 8, 2]
0.51;1673;7098;[0, 17, 10, 16, 6, 15, 14, 12, 5, 8, 2]
0.46;1591;6815;[0, 3, 5, 8, 19, 7, 13, 1, 15, 14]
0.46;1591;6815;[0, 3, 5, 8, 19, 7, 13, 1, 15, 14]
0.47;1623;6941;[0, 14, 15, 5, 8, 2, 19, 16, 10, 6]
0.47;1623;6941;[0, 14, 15, 5, 8, 2, 19, 16, 10, 6]
0.48;1646;7088;[0, 14, 15, 5, 11, 19, 13, 4, 17, 10]
0.48;1646;7088;[0, 14, 15, 5, 11, 19, 13, 4, 17, 10]
0.49;1683;6954;[0, 14, 13, 16, 6, 4, 17, 19, 8, 5, 3]
