duration(s);cost;bonus;route
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.52;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.48;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.50;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.48;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.51;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.48;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
9.49;7236;31382;[0, 99, 4, 97, 8, 93, 14, 40, 94, 91, 73, 89, 20, 88, 44, 85, 3, 84, 83, 82, 35, 81, 98, 79, 78, 46, 77, 75, 69, 72, 18, 25, 74, 68, 32, 67, 63, 45, 66, 59, 43, 58, 57, 33, 56, 27, 54, 42, 51, 60]
