duration(s);cost;bonus;route
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.38;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
0.37;855;3457;[0, 4, 6, 7, 8, 9]
