duration(s);cost;bonus;route
2.37;3560;15723;[0, 6, 49, 26, 38, 29, 33, 19, 47, 12, 16, 25, 15, 14, 18, 9, 27, 39, 17, 42, 3, 44, 23]
2.41;3532;15960;[0, 42, 20, 38, 29, 49, 23, 18, 24, 15, 31, 12, 39, 44, 41, 27, 13, 6, 3, 2, 1, 9, 16, 48]
2.41;3509;15698;[0, 47, 46, 5, 42, 18, 12, 9, 38, 28, 2, 6, 37, 35, 30, 44, 29, 49, 23, 3, 24, 15, 11]
2.42;3510;15727;[0, 23, 40, 41, 16, 36, 2, 12, 3, 21, 14, 35, 42, 8, 32, 33, 24, 9, 38, 6, 17, 28, 18]
2.42;3508;15714;[0, 22, 12, 30, 35, 49, 23, 18, 41, 38, 28, 21, 31, 40, 37, 25, 15, 14, 33, 3, 24, 10, 39, 48]
2.42;3465;15573;[0, 42, 11, 31, 32, 47, 4, 18, 12, 23, 29, 25, 15, 36, 24, 9, 16, 6, 3, 39, 37, 41, 21]
2.39;3478;15840;[0, 23, 45, 30, 35, 42, 18, 24, 40, 3, 44, 29, 36, 15, 25, 1, 9, 49, 34, 12, 31, 32]
2.40;3410;15949;[0, 23, 18, 35, 47, 4, 20, 27, 13, 9, 24, 15, 31, 49, 29, 36, 19, 16, 6, 3, 38, 28, 21]
2.38;3553;15562;[0, 44, 29, 43, 12, 3, 19, 33, 42, 13, 1, 34, 35, 41, 38, 25, 21, 31, 6, 30, 24, 9, 16]
2.41;3465;15670;[0, 11, 27, 38, 44, 18, 35, 33, 42, 20, 24, 9, 7, 29, 49, 3, 39, 6, 40, 15, 31, 21]
2.38;3452;15716;[0, 37, 33, 19, 47, 15, 38, 9, 35, 22, 12, 23, 18, 40, 6, 29, 36, 24, 3, 30, 21]
2.40;3613;15606;[0, 22, 12, 40, 26, 27, 13, 49, 9, 44, 6, 3, 39, 34, 4, 41, 10, 5, 31, 21, 19, 18, 35, 33]
2.43;3547;15718;[0, 37, 39, 6, 49, 31, 32, 33, 36, 35, 47, 26, 18, 9, 38, 3, 44, 29, 27, 15, 25, 12, 48]
2.41;3559;15875;[0, 20, 24, 10, 44, 39, 34, 18, 35, 13, 15, 31, 6, 49, 26, 32, 47, 33, 42, 3, 38, 9, 2, 40]
2.39;3561;15587;[0, 2, 4, 19, 18, 24, 10, 44, 45, 40, 15, 14, 7, 9, 30, 35, 16, 36, 12, 3, 49, 29, 32]
2.44;3589;15665;[0, 48, 3, 38, 9, 13, 46, 45, 30, 40, 29, 2, 21, 31, 6, 49, 23, 18, 41, 5, 36, 16, 25, 32]
2.40;3454;15806;[0, 23, 40, 28, 15, 25, 21, 42, 20, 13, 6, 49, 9, 18, 35, 30, 32, 44, 29, 38, 34, 16]
2.39;3506;15636;[0, 42, 40, 29, 36, 33, 38, 23, 14, 27, 4, 19, 49, 3, 24, 15, 45, 35, 30, 10, 44, 6]
2.42;3546;15679;[0, 31, 6, 37, 14, 33, 3, 2, 38, 9, 24, 1, 40, 41, 10, 44, 23, 29, 25, 12, 34, 27, 30, 16]
2.37;3492;15647;[0, 23, 18, 35, 13, 29, 25, 4, 31, 21, 19, 27, 30, 12, 42, 11, 48, 17, 6, 49, 3, 41, 32]
2.42;3518;15755;[0, 23, 3, 46, 37, 44, 29, 43, 12, 34, 41, 47, 33, 24, 9, 27, 30, 48, 19, 18, 35, 42, 40]
2.41;3582;15657;[0, 39, 8, 35, 41, 44, 4, 5, 33, 19, 21, 31, 30, 24, 9, 27, 13, 12, 23, 6, 29, 49, 45]
2.43;3599;15890;[0, 19, 38, 6, 49, 29, 46, 37, 30, 27, 4, 41, 32, 17, 28, 25, 18, 35, 47, 15, 33, 24, 40]
2.41;3481;16152;[0, 6, 45, 41, 27, 33, 3, 49, 9, 38, 23, 18, 24, 15, 25, 4, 30, 44, 12, 42, 19, 21]
2.38;3434;15756;[0, 6, 23, 45, 30, 35, 49, 3, 8, 21, 19, 27, 13, 9, 44, 29, 25, 18, 24, 31, 32, 22, 48]
2.39;3527;15585;[0, 6, 31, 24, 20, 13, 29, 25, 4, 8, 35, 42, 3, 7, 41, 47, 40, 18, 12, 9, 21, 14, 49]
2.38;3411;15604;[0, 25, 18, 35, 2, 4, 30, 44, 29, 43, 12, 3, 38, 9, 27, 24, 15, 45, 49, 40, 39, 6]
2.42;3538;15574;[0, 6, 40, 18, 35, 41, 32, 12, 9, 13, 1, 29, 49, 14, 15, 45, 30, 10, 8, 38, 25, 21, 31]
2.41;3527;15743;[0, 20, 19, 27, 13, 37, 36, 2, 35, 44, 18, 12, 3, 49, 29, 25, 15, 45, 30, 9, 33, 31, 24, 10]
2.39;3485;15714;[0, 25, 21, 14, 27, 30, 35, 13, 9, 38, 3, 39, 34, 24, 40, 26, 18, 12, 23, 29, 16, 33, 31]
