duration(s);cost;bonus;route
2.10;3191;15641;[0, 6, 3, 38, 29, 25, 15, 14, 49, 9, 35, 30, 24, 40, 41, 21, 31, 32, 44, 18, 12]
2.07;3190;15724;[0, 6, 29, 32, 47, 33, 24, 12, 3, 38, 23, 18, 4, 30, 35, 42, 20, 27, 13, 9, 49]
2.12;3222;15576;[0, 23, 3, 38, 28, 18, 35, 33, 24, 40, 32, 47, 30, 44, 6, 9, 49, 29, 25, 21]
2.08;3256;15589;[0, 6, 49, 9, 21, 31, 44, 18, 4, 30, 35, 42, 3, 38, 29, 27, 39, 23, 40, 32, 33]
2.09;3196;15774;[0, 23, 18, 12, 3, 13, 9, 33, 24, 40, 41, 38, 6, 49, 29, 32, 47, 15, 25, 4, 31]
2.16;3223;15602;[0, 20, 24, 9, 38, 3, 13, 40, 41, 12, 23, 18, 35, 30, 44, 6, 49, 29, 25, 7, 10]
2.04;3169;15712;[0, 6, 3, 38, 25, 32, 33, 24, 9, 44, 29, 49, 23, 18, 35, 22, 12, 40, 41, 21]
2.11;3219;15536;[0, 31, 6, 3, 39, 23, 18, 35, 41, 21, 47, 9, 38, 29, 49, 40, 15, 25, 32, 44, 45]
2.10;3223;15738;[0, 6, 49, 9, 16, 22, 12, 3, 38, 23, 18, 35, 41, 21, 42, 40, 37, 44, 29, 32, 33]
2.08;3294;15549;[0, 42, 18, 35, 16, 6, 29, 25, 12, 9, 38, 3, 24, 15, 31, 32, 44, 23, 40, 37, 33]
2.09;3196;15606;[0, 42, 40, 32, 44, 18, 12, 3, 38, 28, 15, 31, 21, 33, 24, 9, 27, 39, 6, 29, 49]
2.09;3252;15552;[0, 6, 29, 25, 12, 3, 38, 34, 35, 41, 21, 42, 40, 15, 49, 23, 9, 44, 18, 32]
2.08;3212;15733;[0, 20, 13, 40, 18, 35, 30, 24, 12, 3, 38, 6, 23, 29, 49, 9, 33, 31, 21, 19, 32]
2.08;3234;15640;[0, 23, 18, 12, 3, 38, 28, 15, 42, 13, 9, 27, 35, 41, 21, 31, 32, 44, 6, 29, 49]
2.13;3242;15542;[0, 6, 3, 38, 23, 29, 32, 36, 27, 13, 9, 33, 24, 10, 44, 18, 12, 34, 35, 30, 45]
2.10;3192;15561;[0, 6, 49, 9, 19, 47, 15, 44, 18, 35, 30, 24, 12, 3, 38, 29, 13, 40, 41, 21]
2.06;3194;15595;[0, 23, 18, 35, 30, 21, 42, 40, 15, 33, 24, 12, 3, 44, 6, 49, 9, 38, 29, 31]
2.08;3246;15888;[0, 31, 32, 44, 29, 49, 23, 18, 35, 33, 3, 38, 9, 7, 41, 21, 42, 40, 15, 25, 12]
2.07;3197;15586;[0, 6, 40, 32, 44, 29, 49, 3, 38, 23, 18, 35, 30, 27, 39, 34, 24, 12, 9, 33]
2.11;3201;15704;[0, 6, 49, 9, 33, 24, 12, 3, 39, 23, 18, 41, 38, 29, 32, 44, 45, 35, 42, 31, 21]
2.11;3222;15755;[0, 31, 24, 9, 18, 35, 42, 40, 15, 25, 32, 44, 6, 29, 27, 33, 3, 38, 49, 23, 48]
2.08;3224;15547;[0, 6, 29, 32, 17, 3, 49, 23, 18, 35, 42, 40, 41, 27, 13, 9, 38, 34, 24, 31, 21]
2.09;3208;15637;[0, 20, 38, 6, 34, 35, 27, 39, 23, 18, 12, 3, 24, 40, 15, 45, 49, 29, 32, 47, 33]
2.08;3242;15552;[0, 20, 27, 24, 9, 18, 35, 41, 32, 47, 12, 23, 29, 21, 42, 3, 38, 6, 49, 40]
2.10;3206;15725;[0, 31, 15, 25, 21, 14, 24, 40, 18, 35, 30, 44, 29, 32, 12, 3, 38, 6, 49, 9, 33]
2.08;3336;15704;[0, 44, 29, 43, 12, 9, 38, 34, 35, 42, 40, 32, 49, 23, 18, 41, 21, 31, 6, 3, 24]
2.11;3185;15583;[0, 6, 3, 13, 9, 38, 28, 15, 31, 33, 24, 10, 44, 29, 49, 23, 18, 35, 42, 40, 32]
2.09;3172;15836;[0, 31, 21, 42, 40, 15, 25, 32, 33, 24, 9, 38, 29, 49, 23, 18, 35, 30, 44, 39, 6]
2.08;3242;15695;[0, 23, 29, 49, 40, 15, 25, 21, 31, 6, 9, 27, 30, 35, 18, 12, 3, 24, 10, 19, 33]
2.10;3168;15716;[0, 23, 18, 35, 30, 44, 6, 49, 40, 3, 24, 9, 13, 29, 32, 47, 15, 25, 4, 31, 21]
