duration(s);cost;bonus;route
2.39;3481;15549;[0, 31, 6, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.39;3574;15595;[0, 37, 28, 45, 20, 38, 6, 9, 27, 30, 44, 41, 35, 42, 40, 46, 25, 32, 47, 43, 29, 49, 31, 33]
2.40;3530;16018;[0, 31, 6, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.42;3627;15892;[0, 20, 30, 27, 31, 32, 36, 33, 47, 46, 28, 45, 38, 29, 49, 40, 41, 18, 35, 42, 44, 39, 34, 21]
2.39;3665;15892;[0, 28, 31, 32, 47, 46, 45, 20, 38, 49, 29, 33, 36, 27, 30, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.37;3576;15706;[0, 25, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.41;3530;16018;[0, 31, 6, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.49;3621;15796;[0, 42, 40, 37, 35, 41, 47, 6, 49, 9, 44, 45, 38, 29, 43, 31, 32, 28, 25, 20, 27, 34, 36, 33]
2.40;3683;15892;[0, 28, 31, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.40;3530;16018;[0, 31, 6, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.47;3683;15892;[0, 28, 31, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.38;3576;15706;[0, 25, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.41;3481;15549;[0, 31, 6, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.43;3677;15892;[0, 28, 31, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 18, 35, 42, 44, 39, 34, 21]
2.43;3673;15570;[0, 48, 45, 20, 27, 30, 35, 44, 47, 46, 37, 13, 40, 41, 32, 36, 49, 9, 38, 29, 43, 39, 28, 31, 33]
2.40;3481;15549;[0, 31, 6, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.43;3640;15774;[0, 48, 6, 49, 47, 46, 45, 20, 38, 44, 39, 42, 40, 15, 36, 33, 31, 21, 28, 25, 26, 27, 13, 29, 32]
2.40;3576;15706;[0, 25, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.40;3683;15892;[0, 28, 31, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.39;3653;15744;[0, 31, 9, 38, 6, 49, 45, 46, 47, 43, 39, 42, 40, 37, 25, 32, 35, 41, 44, 29, 27, 34, 36, 33]
2.39;3640;15774;[0, 48, 6, 49, 47, 46, 45, 20, 38, 44, 39, 42, 40, 15, 36, 33, 31, 21, 28, 25, 26, 27, 13, 29, 32]
2.40;3614;15772;[0, 25, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.41;3683;15892;[0, 28, 31, 46, 45, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 18]
2.42;3624;15646;[0, 6, 49, 20, 44, 45, 25, 46, 47, 26, 27, 39, 9, 38, 28, 42, 40, 37, 35, 41, 29, 32, 36, 33]
2.36;3640;15774;[0, 48, 6, 49, 47, 46, 45, 20, 38, 44, 39, 42, 40, 15, 36, 33, 31, 21, 28, 25, 26, 27, 13, 29, 32]
2.35;3602;15895;[0, 6, 34, 36, 38, 3, 41, 47, 46, 45, 49, 40, 29, 27, 30, 35, 44, 39, 48, 28, 25, 32, 33, 31]
2.36;3481;15549;[0, 31, 6, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.36;3673;15677;[0, 20, 38, 44, 29, 31, 32, 47, 46, 25, 37, 39, 28, 27, 35, 30, 48, 34, 36, 33, 42, 40, 15, 45, 49]
2.37;3481;15549;[0, 31, 6, 20, 27, 30, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
2.37;3660;15690;[0, 28, 31, 20, 27, 30, 45, 32, 47, 33, 36, 38, 29, 49, 40, 41, 21, 42, 39, 34, 35, 44, 23]
