duration(s);cost;bonus;route
9.23;6610;31224;[0, 6, 13, 69, 65, 2, 76, 62, 70, 89, 64, 23, 98, 22, 80, 72, 97, 58, 55, 92, 10, 17, 59, 93, 63, 87, 53, 99, 66, 29, 16, 88, 15, 77, 1, 52, 38, 81, 84, 85, 90, 20, 60, 35]
9.22;6629;31274;[0, 93, 59, 17, 38, 81, 28, 90, 85, 61, 44, 97, 88, 66, 99, 82, 10, 92, 11, 72, 80, 22, 98, 42, 5, 95, 87, 63, 70, 62, 65, 35, 60, 55, 58, 71, 52, 13, 49, 33, 78, 64, 30, 73, 53]
9.18;6490;31348;[0, 17, 59, 52, 71, 10, 92, 11, 20, 60, 70, 74, 82, 99, 53, 87, 63, 93, 79, 28, 90, 80, 72, 75, 6, 64, 78, 33, 77, 58, 55, 69, 98, 22, 66, 88, 97, 65, 2, 25, 38, 81, 68, 35]
9.21;6637;31368;[0, 17, 59, 93, 94, 20, 90, 28, 76, 2, 64, 78, 33, 66, 47, 80, 22, 98, 42, 5, 95, 38, 81, 43, 3, 97, 58, 77, 1, 52, 70, 63, 13, 92, 10, 55, 30, 53, 87, 60, 41, 82, 62, 65, 35]
9.12;6575;31251;[0, 53, 99, 66, 29, 16, 88, 97, 58, 77, 40, 57, 92, 81, 38, 13, 52, 87, 63, 93, 59, 17, 65, 2, 64, 78, 33, 94, 74, 31, 55, 10, 82, 41, 71, 42, 98, 22, 50, 85, 96, 62, 70, 60, 35]
9.22;6532;31482;[0, 59, 17, 25, 74, 82, 10, 92, 57, 49, 22, 38, 52, 1, 40, 29, 3, 97, 58, 55, 60, 20, 90, 80, 65, 62, 70, 63, 13, 69, 98, 64, 6, 35, 54, 5, 99, 79, 88, 66, 33, 77, 86, 87, 53]
9.21;6502;31276;[0, 53, 30, 55, 58, 77, 33, 78, 64, 98, 69, 65, 80, 22, 38, 25, 62, 87, 63, 93, 59, 82, 99, 66, 88, 97, 3, 29, 40, 90, 20, 60, 42, 71, 72, 11, 92, 10, 26, 1, 52, 13, 6, 35]
9.10;6502;31276;[0, 53, 30, 55, 58, 77, 33, 78, 64, 98, 69, 65, 80, 22, 38, 25, 62, 87, 63, 93, 59, 82, 99, 66, 88, 97, 3, 29, 40, 90, 20, 60, 42, 71, 72, 11, 92, 10, 26, 1, 52, 13, 6, 35]
9.14;6502;31276;[0, 53, 30, 55, 58, 77, 33, 78, 64, 98, 69, 65, 80, 22, 38, 25, 62, 87, 63, 93, 59, 82, 99, 66, 88, 97, 3, 29, 40, 90, 20, 60, 42, 71, 72, 11, 92, 10, 26, 1, 52, 13, 6, 35]
9.15;6452;31299;[0, 54, 42, 98, 22, 50, 20, 90, 28, 53, 99, 75, 6, 13, 52, 76, 2, 64, 30, 49, 57, 92, 11, 72, 25, 38, 81, 43, 3, 97, 58, 55, 10, 82, 62, 65, 69, 78, 35, 60, 70, 63, 93, 59]
9.19;6529;31543;[0, 83, 70, 89, 33, 78, 35, 60, 67, 44, 97, 42, 98, 22, 38, 25, 62, 65, 2, 86, 91, 23, 87, 63, 93, 79, 28, 90, 20, 50, 53, 99, 66, 19, 69, 72, 71, 58, 55, 10, 92, 13, 52, 82, 59]
9.19;6584;31301;[0, 35, 6, 64, 98, 69, 65, 62, 15, 88, 49, 33, 42, 10, 82, 59, 93, 30, 55, 58, 97, 72, 25, 2, 76, 29, 66, 83, 70, 63, 87, 52, 13, 38, 22, 50, 85, 96, 60, 41, 99, 53, 28, 90, 80]
9.16;6443;31299;[0, 80, 22, 98, 69, 65, 2, 64, 89, 81, 38, 52, 70, 50, 85, 90, 20, 77, 40, 29, 16, 88, 66, 99, 53, 56, 95, 87, 63, 93, 59, 17, 1, 26, 10, 55, 58, 97, 72, 71, 41, 60, 35]
