duration(s);cost;bonus;route
10.09;7017;31589;[0, 17, 65, 62, 39, 33, 49, 85, 31, 74, 94, 21, 57, 15, 77, 37, 46, 29, 44, 73, 48, 16, 64, 2, 90, 80, 22, 38, 13, 92, 10, 18, 19, 56, 81, 95, 87, 23, 3, 12, 82, 99, 75, 79, 88, 47, 91, 78, 35]
10.02;6891;31528;[0, 45, 9, 11, 35, 6, 22, 38, 52, 87, 53, 73, 54, 47, 28, 79, 15, 62, 96, 90, 40, 29, 44, 8, 41, 82, 10, 85, 39, 33, 19, 72, 86, 36, 20, 64, 84, 81, 43, 69, 55, 58, 23, 74, 51, 48, 17, 59]
9.96;6852;31238;[0, 6, 13, 69, 55, 10, 92, 11, 24, 97, 58, 43, 3, 60, 20, 39, 79, 9, 45, 16, 41, 31, 85, 40, 1, 26, 34, 95, 90, 96, 23, 98, 22, 49, 30, 81, 84, 25, 2, 65, 62, 70, 63, 18, 87, 53]
9.92;6968;31812;[0, 17, 59, 93, 30, 88, 66, 22, 6, 13, 52, 37, 46, 40, 26, 1, 61, 97, 42, 54, 73, 8, 64, 23, 87, 18, 19, 98, 69, 43, 58, 28, 36, 92, 57, 49, 14, 72, 86, 2, 21, 9, 11, 20, 39, 62, 70, 60, 35]
10.14;7030;32449;[0, 59, 10, 32, 13, 55, 31, 74, 49, 57, 40, 85, 50, 84, 60, 20, 11, 41, 82, 63, 87, 68, 23, 64, 56, 81, 89, 94, 8, 44, 7, 9, 91, 86, 36, 28, 19, 18, 97, 3, 73, 54, 29, 66, 99, 79, 90, 2, 76, 80]
9.94;6904;31754;[0, 54, 35, 11, 61, 7, 75, 79, 93, 4, 86, 36, 92, 57, 25, 2, 65, 80, 13, 69, 55, 31, 12, 42, 98, 19, 14, 26, 99, 41, 8, 44, 97, 3, 43, 81, 38, 22, 91, 39, 85, 96, 90, 20, 77, 58, 23, 30, 53]
9.90;6999;31221;[0, 93, 63, 87, 86, 76, 66, 29, 16, 22, 50, 73, 39, 47, 80, 13, 32, 82, 41, 77, 58, 55, 31, 5, 95, 38, 19, 89, 43, 75, 56, 64, 67, 60, 90, 28, 79, 88, 57, 25, 51, 9, 7, 92, 11, 61, 68, 59]
10.01;6971;31871;[0, 74, 40, 77, 58, 23, 98, 64, 56, 52, 59, 12, 72, 14, 92, 36, 86, 87, 63, 93, 79, 28, 90, 80, 2, 65, 83, 73, 39, 33, 7, 50, 22, 66, 18, 88, 3, 43, 42, 5, 1, 26, 82, 8, 94, 89, 11, 35]
10.18;6917;31401;[0, 35, 78, 91, 9, 7, 15, 77, 40, 46, 69, 55, 10, 70, 50, 81, 84, 5, 95, 34, 80, 65, 1, 52, 33, 66, 83, 44, 86, 82, 59, 17, 25, 72, 64, 98, 16, 88, 97, 3, 32, 14, 49, 85, 96, 90, 53]
10.05;6946;31805;[0, 53, 25, 40, 90, 60, 20, 39, 33, 7, 75, 96, 8, 71, 52, 59, 82, 10, 95, 34, 27, 22, 91, 47, 23, 6, 35, 37, 77, 24, 11, 92, 36, 55, 69, 13, 29, 16, 88, 97, 3, 84, 81, 68, 70, 62, 9, 45]
10.12;7010;31430;[0, 59, 82, 12, 3, 89, 81, 95, 87, 18, 15, 7, 78, 53, 99, 5, 2, 86, 69, 57, 25, 67, 22, 98, 19, 38, 36, 20, 90, 60, 96, 85, 39, 30, 23, 58, 43, 13, 52, 1, 61, 31, 74, 9, 21, 97, 44, 29, 54]
10.11;6972;31832;[0, 80, 61, 11, 92, 10, 55, 7, 33, 49, 13, 32, 79, 19, 98, 94, 89, 37, 2, 76, 4, 43, 81, 95, 90, 60, 67, 64, 16, 29, 40, 85, 39, 91, 23, 87, 27, 22, 50, 59, 82, 62, 65, 83, 84, 25, 31, 88]
10.20;7013;31525;[0, 54, 51, 9, 68, 87, 85, 24, 65, 26, 10, 32, 39, 73, 50, 22, 6, 64, 78, 11, 72, 38, 81, 28, 36, 20, 90, 16, 41, 31, 55, 17, 48, 35, 7, 44, 86, 76, 66, 42, 77, 40, 46, 52, 34, 15, 4, 59]
10.24;7020;31717;[0, 35, 68, 23, 29, 44, 31, 71, 41, 82, 99, 75, 55, 28, 19, 56, 69, 43, 81, 38, 18, 6, 13, 92, 7, 33, 30, 73, 60, 67, 21, 90, 59, 93, 4, 1, 77, 24, 11, 94, 83, 70, 62, 87, 50, 22, 80, 45]
10.02;6985;31268;[0, 80, 22, 91, 47, 97, 21, 14, 32, 39, 85, 40, 29, 66, 88, 16, 98, 45, 41, 6, 13, 69, 57, 49, 74, 25, 38, 81, 5, 71, 83, 70, 4, 36, 28, 53, 87, 18, 61, 7, 92, 10, 82, 63, 34, 15, 8, 54, 73, 67, 59]
9.97;6961;31455;[0, 34, 95, 5, 43, 13, 6, 23, 64, 72, 75, 55, 47, 28, 90, 20, 67, 21, 97, 3, 12, 31, 8, 82, 99, 59, 10, 49, 62, 65, 27, 22, 16, 29, 96, 50, 85, 51, 54, 42, 86, 77, 37, 46, 40, 57, 60, 35]
10.22;6974;32185;[0, 53, 87, 23, 33, 19, 7, 21, 14, 60, 41, 62, 96, 85, 24, 97, 47, 91, 22, 50, 20, 11, 52, 13, 92, 57, 40, 2, 86, 73, 67, 64, 98, 69, 12, 99, 5, 43, 81, 38, 17, 1, 10, 70, 83, 94, 9, 48]
10.07;6875;31286;[0, 45, 98, 69, 72, 92, 36, 86, 77, 33, 52, 37, 35, 68, 70, 62, 65, 83, 73, 30, 23, 58, 55, 63, 82, 8, 31, 44, 21, 9, 11, 29, 16, 79, 99, 75, 3, 32, 85, 40, 1, 5, 43, 81, 95, 54]
10.08;7069;31579;[0, 54, 35, 37, 94, 89, 70, 83, 66, 4, 13, 92, 95, 56, 53, 28, 50, 22, 91, 6, 23, 74, 9, 62, 65, 69, 72, 64, 67, 2, 25, 38, 81, 68, 61, 18, 78, 88, 97, 42, 43, 3, 32, 79, 19, 46, 40, 85, 45]
10.03;7037;31513;[0, 61, 18, 10, 82, 99, 5, 48, 16, 41, 60, 20, 90, 50, 85, 40, 1, 56, 64, 67, 81, 89, 94, 37, 46, 19, 69, 72, 25, 57, 49, 30, 39, 91, 47, 97, 58, 77, 86, 13, 38, 7, 75, 6, 70, 83, 65, 42, 54]
9.92;6897;31441;[0, 53, 99, 12, 3, 97, 46, 40, 85, 32, 61, 91, 22, 38, 81, 95, 71, 42, 98, 23, 6, 64, 2, 5, 1, 66, 88, 15, 7, 50, 73, 39, 62, 65, 74, 82, 41, 25, 31, 55, 10, 92, 57, 21, 9, 51, 48]
9.95;7046;31472;[0, 59, 82, 74, 88, 79, 75, 46, 3, 89, 94, 8, 41, 16, 98, 23, 30, 55, 47, 66, 11, 72, 64, 28, 76, 2, 5, 48, 51, 65, 9, 21, 14, 77, 15, 57, 40, 85, 39, 70, 68, 35, 6, 13, 52, 38, 95, 87, 53]
9.95;6987;32916;[0, 17, 48, 57, 69, 98, 23, 58, 71, 95, 34, 27, 81, 43, 42, 97, 21, 7, 66, 18, 12, 82, 10, 26, 54, 8, 44, 67, 22, 49, 62, 65, 83, 2, 64, 56, 19, 79, 93, 59, 52, 46, 40, 77, 85, 50, 11, 20, 60, 35]
9.94;7009;31864;[0, 54, 26, 1, 31, 44, 97, 42, 71, 41, 99, 66, 19, 98, 63, 93, 4, 86, 87, 68, 75, 79, 32, 56, 64, 67, 20, 50, 11, 29, 40, 46, 52, 38, 22, 24, 65, 62, 15, 7, 92, 36, 28, 90, 2, 51, 91, 9, 45]
10.06;7014;31455;[0, 80, 90, 20, 39, 33, 78, 35, 48, 83, 58, 82, 52, 70, 89, 81, 68, 26, 1, 66, 99, 79, 28, 36, 49, 30, 64, 95, 87, 50, 85, 51, 74, 9, 91, 22, 44, 29, 16, 98, 42, 12, 3, 60, 96, 62, 65, 24, 54]
10.12;7077;31249;[0, 34, 23, 91, 45, 41, 16, 88, 99, 75, 72, 80, 13, 52, 38, 7, 44, 67, 73, 86, 81, 84, 50, 28, 12, 69, 8, 46, 40, 85, 51, 27, 55, 10, 92, 36, 49, 62, 70, 63, 93, 17, 1, 65, 24, 97, 42, 54]
10.08;7033;31239;[0, 80, 47, 91, 22, 50, 11, 20, 90, 75, 35, 37, 57, 40, 63, 73, 3, 97, 58, 83, 33, 19, 28, 36, 86, 2, 65, 24, 85, 51, 15, 74, 25, 31, 55, 13, 32, 82, 41, 45, 98, 16, 64, 56, 81, 5, 71, 52, 34]
9.96;6866;31374;[0, 80, 45, 68, 23, 30, 88, 26, 1, 77, 86, 76, 2, 16, 41, 8, 82, 52, 87, 27, 85, 50, 90, 28, 64, 6, 13, 32, 65, 69, 43, 5, 42, 97, 72, 92, 10, 55, 31, 12, 99, 21, 7, 33, 49, 62]
9.96;7000;31253;[0, 93, 59, 52, 46, 75, 55, 69, 98, 64, 30, 23, 68, 70, 89, 33, 77, 24, 65, 26, 82, 8, 15, 88, 74, 25, 38, 22, 27, 44, 73, 60, 90, 67, 53, 87, 95, 5, 99, 12, 36, 28, 50, 32, 13, 71, 58, 83]
