duration(s);cost;bonus;route
9.47;6620;31288;[0, 17, 1, 52, 38, 22, 91, 47, 66, 29, 83, 58, 55, 10, 49, 68, 23, 6, 35, 54, 5, 31, 44, 86, 69, 43, 3, 12, 82, 59, 93, 79, 99, 75, 7, 33, 36, 28, 90, 21, 97, 24, 85, 40, 26, 34]
9.44;6656;31417;[0, 80, 72, 75, 99, 66, 33, 77, 20, 90, 28, 34, 23, 87, 27, 71, 52, 38, 40, 63, 70, 83, 29, 16, 35, 6, 41, 82, 12, 31, 55, 10, 92, 13, 32, 79, 19, 69, 43, 5, 54, 73, 86, 76, 17, 59, 93]
9.35;6587;31286;[0, 35, 60, 20, 11, 92, 10, 82, 41, 6, 23, 98, 64, 72, 12, 28, 79, 32, 13, 52, 38, 40, 29, 66, 1, 17, 42, 97, 44, 8, 15, 57, 25, 84, 81, 89, 70, 83, 65, 62, 59, 50, 22, 91, 47, 80]
9.42;6642;31322;[0, 17, 59, 82, 63, 46, 29, 16, 88, 97, 44, 7, 9, 74, 25, 2, 90, 28, 47, 18, 19, 69, 98, 23, 87, 53, 56, 20, 60, 96, 85, 40, 57, 49, 13, 92, 10, 71, 52, 1, 5, 99, 75, 6, 70, 89, 35]
9.42;6645;31326;[0, 80, 72, 11, 95, 34, 27, 22, 50, 59, 82, 10, 92, 7, 44, 31, 12, 18, 38, 13, 63, 70, 68, 81, 43, 58, 77, 41, 6, 23, 98, 69, 19, 79, 28, 47, 66, 83, 94, 8, 54, 5, 17, 1, 52, 37, 35]
9.36;6594;31268;[0, 17, 55, 30, 73, 54, 5, 1, 77, 20, 60, 35, 6, 64, 23, 87, 95, 34, 52, 59, 62, 25, 57, 37, 63, 40, 85, 39, 33, 66, 88, 97, 58, 99, 75, 79, 19, 69, 98, 16, 41, 82, 10, 92, 13, 80]
9.42;6618;31232;[0, 35, 6, 13, 32, 65, 2, 64, 98, 69, 57, 66, 29, 40, 46, 52, 38, 7, 75, 84, 80, 22, 27, 97, 73, 86, 36, 92, 10, 85, 50, 11, 41, 71, 48, 83, 70, 63, 82, 74, 31, 5, 95, 87, 8, 54]
9.39;6610;31275;[0, 35, 75, 7, 33, 49, 14, 26, 1, 52, 59, 68, 23, 98, 19, 28, 79, 99, 12, 69, 86, 77, 58, 82, 41, 60, 73, 50, 85, 10, 92, 95, 54, 47, 66, 88, 18, 87, 63, 13, 6, 22, 38, 25, 48, 17]
9.39;6683;31318;[0, 34, 95, 54, 73, 60, 84, 5, 43, 3, 97, 58, 83, 65, 2, 76, 4, 36, 92, 13, 6, 22, 49, 11, 35, 16, 88, 79, 99, 66, 29, 44, 31, 41, 82, 59, 93, 18, 10, 55, 75, 7, 33, 52, 38, 17]
9.37;6493;31332;[0, 35, 60, 41, 71, 72, 64, 98, 23, 58, 97, 27, 22, 49, 30, 39, 62, 82, 63, 93, 59, 50, 85, 40, 46, 75, 43, 81, 38, 52, 13, 32, 79, 28, 19, 69, 86, 44, 31, 9, 11, 92, 95, 90, 80]
9.39;6461;31416;[0, 93, 63, 70, 83, 66, 99, 75, 96, 32, 79, 28, 90, 20, 39, 33, 52, 59, 82, 41, 71, 10, 92, 11, 72, 12, 18, 38, 22, 50, 73, 54, 8, 87, 95, 5, 31, 25, 17, 55, 69, 98, 64, 78, 35]
9.35;6502;31365;[0, 6, 70, 10, 42, 17, 55, 69, 13, 52, 38, 19, 79, 28, 64, 95, 87, 68, 35, 48, 82, 41, 71, 72, 11, 50, 90, 20, 60, 73, 44, 31, 85, 40, 29, 16, 88, 66, 99, 75, 7, 33, 49, 57, 45]
9.43;6629;31242;[0, 17, 59, 93, 63, 46, 86, 69, 43, 5, 54, 47, 91, 78, 35, 60, 41, 82, 10, 92, 36, 38, 19, 79, 28, 96, 62, 25, 72, 14, 32, 13, 52, 71, 83, 33, 7, 21, 22, 50, 85, 49, 30, 23, 87, 95, 34]
9.38;6524;31324;[0, 80, 40, 85, 31, 25, 18, 38, 22, 6, 41, 82, 10, 92, 7, 44, 97, 58, 71, 72, 75, 84, 5, 43, 69, 55, 30, 49, 11, 20, 39, 32, 79, 99, 66, 4, 93, 59, 52, 70, 68, 98, 16, 48, 35]
9.45;6578;31435;[0, 17, 59, 12, 72, 71, 95, 34, 26, 54, 8, 64, 6, 35, 60, 41, 82, 58, 97, 21, 7, 92, 11, 20, 90, 85, 32, 13, 63, 40, 46, 37, 2, 5, 43, 69, 55, 10, 1, 52, 38, 25, 18, 47, 80]
9.55;6605;31352;[0, 54, 5, 71, 48, 16, 29, 40, 26, 10, 92, 11, 72, 64, 98, 69, 86, 68, 70, 63, 82, 59, 99, 79, 88, 97, 13, 6, 75, 96, 17, 55, 58, 77, 20, 39, 85, 31, 25, 38, 7, 33, 78, 91, 22, 80]
9.50;6528;31383;[0, 35, 6, 75, 46, 29, 66, 99, 59, 82, 10, 42, 98, 19, 69, 13, 52, 70, 32, 39, 20, 90, 28, 79, 88, 16, 2, 76, 91, 78, 64, 30, 23, 58, 97, 44, 86, 72, 11, 92, 95, 81, 38, 22, 27]
9.50;6544;31277;[0, 54, 8, 41, 60, 35, 78, 33, 7, 21, 57, 25, 72, 69, 19, 79, 28, 90, 20, 39, 85, 32, 10, 82, 99, 53, 87, 63, 13, 38, 18, 88, 49, 22, 44, 86, 2, 83, 65, 62, 96, 75, 46, 52, 59, 17]
9.58;6584;31245;[0, 17, 25, 57, 37, 46, 63, 18, 61, 11, 20, 90, 28, 79, 19, 69, 98, 22, 38, 58, 97, 47, 66, 83, 65, 62, 70, 60, 35, 7, 92, 13, 32, 85, 40, 1, 10, 82, 8, 64, 30, 93, 59, 99, 74]
9.56;6571;31239;[0, 59, 82, 10, 49, 11, 52, 70, 68, 87, 95, 90, 80, 22, 98, 23, 58, 55, 69, 19, 79, 32, 39, 97, 21, 94, 26, 40, 25, 38, 7, 75, 43, 5, 31, 41, 16, 2, 6, 35, 60, 73, 50, 53]
9.57;6654;31245;[0, 17, 1, 66, 88, 79, 28, 90, 20, 11, 61, 32, 13, 69, 86, 91, 22, 98, 23, 64, 2, 73, 3, 49, 57, 92, 10, 42, 48, 83, 44, 7, 15, 8, 71, 72, 25, 74, 99, 82, 59, 93, 63, 40, 38, 52, 34]
9.58;6576;31298;[0, 6, 70, 52, 13, 32, 14, 72, 71, 41, 16, 98, 69, 12, 99, 66, 18, 10, 55, 58, 31, 25, 57, 40, 63, 82, 59, 50, 11, 49, 30, 23, 87, 86, 2, 5, 81, 38, 22, 24, 97, 21, 7, 75, 35]
9.50;6526;31256;[0, 54, 8, 69, 98, 23, 87, 18, 12, 72, 71, 41, 6, 64, 78, 35, 89, 33, 7, 44, 22, 66, 83, 65, 32, 79, 93, 63, 40, 85, 31, 1, 17, 38, 81, 68, 49, 11, 20, 90, 95, 92, 10, 82, 59]
9.50;6550;31340;[0, 53, 87, 23, 98, 69, 19, 56, 64, 6, 75, 7, 44, 8, 54, 73, 97, 51, 48, 5, 95, 92, 36, 28, 50, 22, 38, 52, 13, 32, 79, 88, 41, 82, 63, 93, 30, 55, 17, 25, 31, 61, 11, 20, 60, 35]
9.58;6684;31465;[0, 34, 21, 97, 73, 50, 70, 6, 2, 5, 1, 17, 48, 16, 41, 60, 55, 69, 12, 99, 75, 7, 44, 31, 9, 11, 66, 18, 10, 92, 13, 32, 79, 28, 19, 38, 52, 46, 40, 77, 58, 82, 63, 87, 8, 54]
9.53;6548;31272;[0, 54, 26, 10, 85, 40, 29, 11, 72, 80, 22, 38, 7, 21, 97, 44, 8, 19, 69, 55, 58, 23, 98, 64, 95, 5, 31, 25, 74, 82, 63, 13, 52, 59, 93, 30, 49, 36, 28, 79, 88, 66, 83, 94, 89, 35]
9.49;6626;31254;[0, 17, 59, 82, 99, 66, 83, 70, 6, 64, 28, 79, 19, 98, 23, 87, 95, 34, 27, 81, 43, 13, 69, 86, 36, 92, 57, 25, 62, 39, 73, 30, 49, 11, 50, 20, 77, 33, 7, 75, 46, 40, 38, 52, 71, 8, 54]
9.36;6530;31278;[0, 34, 3, 32, 14, 72, 25, 38, 81, 84, 5, 95, 87, 52, 71, 58, 55, 69, 13, 92, 10, 85, 50, 22, 49, 11, 20, 36, 4, 70, 83, 44, 7, 35, 60, 41, 82, 99, 79, 75, 46, 40, 26, 54]
9.44;6499;31220;[0, 54, 73, 50, 20, 90, 85, 31, 25, 38, 13, 32, 10, 55, 30, 64, 6, 35, 89, 69, 98, 23, 47, 91, 86, 36, 92, 7, 33, 52, 87, 53, 28, 79, 75, 72, 97, 58, 71, 41, 16, 48, 17, 59, 93]
9.61;6552;31344;[0, 35, 60, 14, 21, 74, 31, 25, 62, 71, 27, 22, 49, 30, 23, 98, 16, 41, 82, 59, 99, 79, 88, 15, 57, 40, 90, 20, 50, 53, 87, 95, 5, 54, 42, 10, 92, 36, 86, 69, 65, 32, 13, 52, 1, 17]
